,fluxes,C-fluxes
EX_12ppd_S(e),0.30449476000000003,0.91348428
EX_2omfuc(e),0.00053398,0.00373786
EX_2omxyl(e),0.00053398,0.00320388
EX_3ddlhept(e),0.00053398,0.00373786
EX_ac(e),9.716594566663971,19.433189133327943
EX_acerA(e),0.00026699,0.00160194
EX_adn(e),0.00025599144313751996,0.0025599144313751994
EX_apio-D(e),0.0008009699999999999,0.00400485
EX_dcyt(e),0.016373060149604404,0.14735754134643964
EX_for(e),8.798812885916213,8.798812885916213
EX_indole(e),0.07225674993652914,0.5780539994922331
EX_kdo(e),0.00053398,0.00427184
EX_met_L(e),0.8100832103500957,4.050416051750478
EX_pac(e),0.9110199139504348,7.288159311603478
