,0
12aHSDHe,Bile acid metabolism
26DAPLLATi,Lysine metabolism
2INSD,Inositol phosphate metabolism
3OAR100,Fatty acid synthesis
3OAR10M11,Fatty acid synthesis
3OAR10M12,Fatty acid synthesis
3OAR11M12,Fatty acid synthesis
3OAR120,Fatty acid synthesis
3OAR12M13,Fatty acid synthesis
3OAR12M14,Fatty acid synthesis
3OAR13M14,Fatty acid synthesis
3OAR140,Fatty acid synthesis
3OAR14M15,Fatty acid synthesis
3OAR14M16,Fatty acid synthesis
3OAR15M16,Fatty acid synthesis
3OAR160,Fatty acid synthesis
3OAR180,Fatty acid synthesis
3OAR40,Fatty acid synthesis
3OAR4M5,Fatty acid synthesis
3OAR4M6,Fatty acid synthesis
3OAR5M6,Fatty acid synthesis
3OAR60,Fatty acid synthesis
3OAR6M7,Fatty acid synthesis
3OAR6M8,Fatty acid synthesis
3OAR7M8,Fatty acid synthesis
3OAR80,Fatty acid synthesis
3OAR8M10,Fatty acid synthesis
3OAR8M9,Fatty acid synthesis
3OAR9M10,Fatty acid synthesis
4HTHRS,Vitamin B6 metabolism
5AIZCDC,Purine catabolism
5DGCLURI,Inositol phosphate metabolism
5GLUP5T1,Glutathione metabolism
5GLUP5T2,Glutathione metabolism
6PHBG,Glycolysis/gluconeogenesis
6PHBG2,Glycolysis/gluconeogenesis
7AHSDH,Bile acid metabolism
7AHSDHe,Bile acid metabolism
AACGLYDH,Pyruvate metabolism
AADSACYCL,"Tropane, piperidine and pyridine alkaloid biosynthesis"
AB6PGH,Glycolysis/gluconeogenesis
AB6PGH2,Glycolysis/gluconeogenesis
ABUTD,beta-Alanine metabolism
ABUTR,beta-Alanine metabolism
ACALD,Pyruvate metabolism
ACALDt,"Transport, extracellular"
ACEDIPIT,Lysine metabolism
ACGAMT,Cell wall biosynthesis
ACGApts,"Transport, extracellular"
ACHBPL,"Valine, leucine, and isoleucine metabolism"
ACKr,Pyruvate metabolism
ACLS_a,"Valine, leucine, and isoleucine metabolism"
ACLS_b,"Valine, leucine, and isoleucine metabolism"
ACONT,Citric acid cycle
