,0
26DAPt2r,"Transport, extracellular"
2DHPL,CoA synthesis
2DMMQ8abc,"Transport, extracellular"
2HBO,Propanoate metabolism
2MBCOATA,Glycerophospholipid metabolism
34DHOXPEGOX,Tyrosine metabolism
34DHPHEt2,"Transport, extracellular"
3HAD10M12,Fatty acid synthesis
3HAD11M12,Fatty acid synthesis
3HAD12M14,Fatty acid synthesis
3HAD13M14,Fatty acid synthesis
3HAD14M16,Fatty acid synthesis
3HAD15M16,Fatty acid synthesis
3HAD4M6,Fatty acid synthesis
3HAD5M6,Fatty acid synthesis
3HAD6M8,Fatty acid synthesis
3HAD7M8,Fatty acid synthesis
3HAD8M10,Fatty acid synthesis
3HAD9M10,Fatty acid synthesis
3HLYTCL,Tyrosine metabolism
3MOPt2r,"Transport, extracellular"
3OAR10M12,Fatty acid synthesis
3OAR11M12,Fatty acid synthesis
3OAR12M14,Fatty acid synthesis
3OAR13M14,Fatty acid synthesis
3OAR14M16,Fatty acid synthesis
3OAR15M16,Fatty acid synthesis
3OAR4M6,Fatty acid synthesis
3OAR5M6,Fatty acid synthesis
3OAR6M8,Fatty acid synthesis
3OAR7M8,Fatty acid synthesis
3OAR8M10,Fatty acid synthesis
3OAR9M10,Fatty acid synthesis
3OAS10M12,Fatty acid synthesis
3OAS11M12,Fatty acid synthesis
3OAS12M14,Fatty acid synthesis
3OAS13M14,Fatty acid synthesis
3OAS3M4,Fatty acid synthesis
3OAS4M3O6,Fatty acid synthesis
3OAS4M6,Fatty acid synthesis
3OAS5M6,Fatty acid synthesis
3OAS6M8,Fatty acid synthesis
3OAS7M8,Fatty acid synthesis
3OAS8M10,Fatty acid synthesis
3OAS9M10,Fatty acid synthesis
4HBZCL,Aminobenzoate degradation
4HTHRS,Vitamin B6 metabolism
5AIZCDC,Purine catabolism
5APTLPO,Arginine and proline metabolism
5HLTDL,Tryptophan metabolism
5HTRPt2,"Transport, extracellular"
5HXKYNDCL,Tryptophan metabolism
5MTHCYST,Methionine and cysteine metabolism
AACPS7,Fatty acid synthesis
ABTOXy,Pentose and glucuronate interconversions
ABUTD,beta-Alanine metabolism
ACACT1r,Tryptophan metabolism
ACACT2r,Fatty acid oxidation
ACACT3r,Fatty acid oxidation
ACACT4r,Fatty acid oxidation
ACACT5r,Fatty acid oxidation
ACACT6r,Fatty acid oxidation
ACACT7r,Fatty acid oxidation
ACALD,Pyruvate metabolism
ACALDt,"Transport, extracellular"
ACBIPGT,Vitamin B12 metabolism
ACCOALYS2,Lysine metabolism
ACEDIPIT,Lysine metabolism
ACGAMT,Cell wall biosynthesis
ACGApts,"Transport, extracellular"
ACKr,Pyruvate metabolism
ACLDC,Butanoate metabolism
ACNML,Aminosugar metabolism
ACOAAGPAT140,Glycerophospholipid metabolism
ACOAAGPAT160,Glycerophospholipid metabolism
ACOAAGPAT180,Glycerophospholipid metabolism
ACOAAGPATAI15,Glycerophospholipid metabolism
ACOAAGPATAI17,Glycerophospholipid metabolism
ACOAAGPATI14,Glycerophospholipid metabolism
ACOAAGPATI15,Glycerophospholipid metabolism
ACOAAGPATI16,Glycerophospholipid metabolism
ACOAAGPATI17,Glycerophospholipid metabolism
ACOCT,Arginine and proline metabolism
ACPS1,CoA synthesis
ACTNDH,Butanoate metabolism
ACTNdiff,"Transport, extracellular"
ACt2r,"Transport, extracellular"
ADAD,Nucleotide interconversion
ADEt2r,"Transport, extracellular"
ADK1,Nucleotide interconversion
ADK10,Nucleotide interconversion
ADK11,Nucleotide interconversion
ADK2,Nucleotide interconversion
ADK3,Nucleotide interconversion
ADK5,Nucleotide interconversion
ADK7,Nucleotide interconversion
ADK8,Nucleotide interconversion
ADK9,Nucleotide interconversion
ADNCYC,Nucleotide interconversion
ADNK1,Nucleotide interconversion
ADOCBIK,Vitamin B12 metabolism
ADOCBLS,Vitamin B12 metabolism
ADPRDP,Nucleotide interconversion
ADPT,Nucleotide salvage pathway
ADSL1r,Purine synthesis
ADSL2r,Purine synthesis
ADSS,Nucleotide interconversion
AGDC,Aminosugar metabolism
AGPAT120,Glycerophospholipid metabolism
AGPAT140,Glycerophospholipid metabolism
AGPAT141,Glycerophospholipid metabolism
AGPAT160,Glycerophospholipid metabolism
AGPAT161,Glycerophospholipid metabolism
AGPAT180,Glycerophospholipid metabolism
AGPAT181,Glycerophospholipid metabolism
AHCYSNS_r,Methionine and cysteine metabolism
AHSERL2,Methionine and cysteine metabolism
AHSERL3,Methionine and cysteine metabolism
AICART,Purine synthesis
AIHDUDPMG,Glycerophospholipid metabolism
AIHDUPDG,Glycerophospholipid metabolism
AIHPDCOATA,Glycerophospholipid metabolism
