,0
1P4H2CBXLAH,Arginine and proline metabolism
23PDE2,Nucleotide interconversion
23PDE4,Nucleotide interconversion
23PDE7,Nucleotide interconversion
23PDE9,Nucleotide interconversion
26DAPLLAT,Lysine metabolism
26DAPt2r,"Transport, extracellular"
2DDPENTHL,Ascorbate and aldarate metabolism
2DHPL,CoA synthesis
2DMMQ8abc,"Transport, extracellular"
2MBCOATA,Glycerophospholipid metabolism
2OBUTt2r,"Transport, extracellular"
3HAD100,Fatty acid synthesis
3HAD10M12,Fatty acid synthesis
3HAD11M12,Fatty acid synthesis
3HAD120,Fatty acid synthesis
3HAD12M14,Fatty acid synthesis
3HAD13M14,Fatty acid synthesis
3HAD140,Fatty acid synthesis
3HAD14M16,Fatty acid synthesis
3HAD15M16,Fatty acid synthesis
3HAD160,Fatty acid synthesis
3HAD180,Fatty acid synthesis
3HAD40,Fatty acid synthesis
3HAD4M6,Fatty acid synthesis
3HAD5M6,Fatty acid synthesis
3HAD60,Fatty acid synthesis
3HAD6M8,Fatty acid synthesis
3HAD7M8,Fatty acid synthesis
3HAD80,Fatty acid synthesis
3HAD8M10,Fatty acid synthesis
3HAD9M10,Fatty acid synthesis
3OAR100,Fatty acid synthesis
3OAR10M11,Fatty acid synthesis
3OAR10M12,Fatty acid synthesis
3OAR11M12,Fatty acid synthesis
3OAR120,Fatty acid synthesis
3OAR12M13,Fatty acid synthesis
3OAR12M14,Fatty acid synthesis
3OAR13M14,Fatty acid synthesis
3OAR140,Fatty acid synthesis
3OAR14M15,Fatty acid synthesis
3OAR14M16,Fatty acid synthesis
3OAR15M16,Fatty acid synthesis
3OAR160,Fatty acid synthesis
3OAR180,Fatty acid synthesis
3OAR40,Fatty acid synthesis
3OAR4M5,Fatty acid synthesis
3OAR4M6,Fatty acid synthesis
3OAR5M6,Fatty acid synthesis
3OAR60,Fatty acid synthesis
3OAR6M7,Fatty acid synthesis
3OAR6M8,Fatty acid synthesis
3OAR7M8,Fatty acid synthesis
3OAR80,Fatty acid synthesis
3OAR8M10,Fatty acid synthesis
3OAR8M9,Fatty acid synthesis
3OAR9M10,Fatty acid synthesis
3OAS100,Fatty acid synthesis
3OAS10M11,Fatty acid synthesis
3OAS10M12,Fatty acid synthesis
3OAS11M12,Fatty acid synthesis
3OAS120,Fatty acid synthesis
3OAS12M13,Fatty acid synthesis
3OAS12M14,Fatty acid synthesis
3OAS13M14,Fatty acid synthesis
3OAS140,Fatty acid synthesis
3OAS160,Fatty acid synthesis
3OAS180,Fatty acid synthesis
3OAS2M3,Fatty acid synthesis
3OAS3M4,Fatty acid synthesis
3OAS4M3O6,Fatty acid synthesis
3OAS4M5,Fatty acid synthesis
3OAS4M6,Fatty acid synthesis
3OAS5M6,Fatty acid synthesis
3OAS60,Fatty acid synthesis
3OAS6M7,Fatty acid synthesis
3OAS6M8,Fatty acid synthesis
3OAS7M8,Fatty acid synthesis
3OAS80,Fatty acid synthesis
3OAS8M10,Fatty acid synthesis
3OAS8M9,Fatty acid synthesis
3OAS9M10,Fatty acid synthesis
4ABZt2,"Transport, extracellular"
4HBZCL,Aminobenzoate degradation
4NTPPH2,Aminobenzoate degradation
5AIZCDC,Purine catabolism
5DOAN,Arginine and proline metabolism
A5PISO,Pentose and glucuronate interconversions
AACOAT,Propanoate metabolism
AACPS6,Fatty acid synthesis
AACPS7,Fatty acid synthesis
ABUTD,beta-Alanine metabolism
ACALDt,"Transport, extracellular"
ACBIPGT,Vitamin B12 metabolism
ACCOAC,Fatty acid oxidation
ACCOALYS2,Lysine metabolism
ACGAMH,Aminosugar metabolism
ACGK,Arginine and proline metabolism
ACGS,Urea cycle
ACHBS,Pyruvate metabolism
ACKr,Pyruvate metabolism
ACLS_a,"Valine, leucine, and isoleucine metabolism"
ACLS_b,"Valine, leucine, and isoleucine metabolism"
ACOAAGPAT140,Glycerophospholipid metabolism
ACOAAGPAT160,Glycerophospholipid metabolism
ACOAAGPAT180,Glycerophospholipid metabolism
ACOAAGPATAI15,Glycerophospholipid metabolism
ACOAAGPATAI17,Glycerophospholipid metabolism
ACOAAGPATI14,Glycerophospholipid metabolism
ACOAAGPATI15,Glycerophospholipid metabolism
ACOAAGPATI16,Glycerophospholipid metabolism
ACOAAGPATI17,Glycerophospholipid metabolism
ACOATA,Fatty acid oxidation
ACOCT,Arginine and proline metabolism
ACODAr,Urea cycle
ACOTA,Arginine and proline metabolism
ACPS1,CoA synthesis
ACS,Glycolysis/gluconeogenesis
ACt2r,"Transport, extracellular"
ADAD,Nucleotide interconversion
ADCL,Folate metabolism
ADCS,Folate metabolism
ADEt2r,"Transport, extracellular"
ADK1,Nucleotide interconversion
ADK10,Nucleotide interconversion
ADK11,Nucleotide interconversion
ADK2,Nucleotide interconversion
ADK3,Nucleotide interconversion
ADK5,Nucleotide interconversion
ADK7,Nucleotide interconversion
ADK8,Nucleotide interconversion
ADK9,Nucleotide interconversion
ADMDCr,Arginine and proline metabolism
ADNCNT3tc,"Transport, extracellular"
ADNK1,Nucleotide interconversion
ADOCBIK,Vitamin B12 metabolism
ADOCBLS,Vitamin B12 metabolism
ADOCBLabc,"Transport, extracellular"
ADPRDP,Nucleotide interconversion
ADPT,Nucleotide salvage pathway
ADSL1r,Purine synthesis
ADSL2r,Purine synthesis
ADSS,Nucleotide interconversion
AGMD,Arginine and proline metabolism
AGMHE,Lipopolysaccharide biosynthesis
AGPAT120,Glycerophospholipid metabolism
AGPAT140,Glycerophospholipid metabolism
AGPAT141,Glycerophospholipid metabolism
AGPAT160,Glycerophospholipid metabolism
AGPAT161,Glycerophospholipid metabolism
AGPAT180,Glycerophospholipid metabolism
AGPAT181,Glycerophospholipid metabolism
AGPR,Urea cycle
AHCYSNS_r,Methionine and cysteine metabolism
AHEXASE3,Aminosugar metabolism
AHMMPS,Thiamine metabolism
AHSERL2,Methionine and cysteine metabolism
AHSERL3,Methionine and cysteine metabolism
AICART,Purine synthesis
AIHPDCOATA,Glycerophospholipid metabolism
AIPDCOATA,Glycerophospholipid metabolism
AIRC4,Purine synthesis
AKP1,Folate metabolism
ALAALA,Alanine and aspartate metabolism
ALAASP1c,Peptide metabolism
ALAGLN1c,Peptide metabolism
ALAGLU1c,Peptide metabolism
ALAGLY1c,Peptide metabolism
ALAHIS1c,Peptide metabolism
ALALEU1c,Peptide metabolism
ALAR,Alanine and aspartate metabolism
ALATA_L,Glutamate metabolism
ALATHR1c,Peptide metabolism
ALAt2r,"Transport, extracellular"
ALKP,Glycerophospholipid metabolism
