,fluxes,reduced_costs
biomass_dilution,0.002058146585013562,0.015635609887950208
protein_biomass_to_biomass,0.0009548866054346752,1.8235979071711314e-36
mRNA_biomass_to_biomass,2.511347549606518e-06,0.0
tRNA_biomass_to_biomass,1.5111593874827878e-05,0.0
rRNA_biomass_to_biomass,6.817943200619525e-05,-2.617738487316511e-36
ncRNA_biomass_to_biomass,0.0,2.6946714352338998e-36
tmRNA_biomass_to_biomass,0.0,2.6946714352338998e-36
DNA_biomass_to_biomass,0.00012207713448560882,2.6946714352338998e-36
lipid_biomass_to_biomass,0.0,2.6946714352338998e-36
constituent_biomass_to_biomass,0.00035791565324808837,2.6946714352338998e-36
prosthetic_group_biomass_to_biomass,3.4110285755524e-07,-2.265922066104411e-36
peptidoglycan_biomass_to_biomass,0.0,2.6946714352338998e-36
DM_atp_c_,0.0,-1.0413728332479426e-07
DM_clpn140(c),0.0,-2.4191865170580605e-06
DM_clpn160(c),0.0,-1.798297840117063e-06
DM_clpn180(c),0.0,-2.332526514896273e-06
DM_clpni16(c),0.0,-1.4057432256920504e-06
DM_dhptd(c),1.2746974223889226e-06,0.0
DM_kdo2lipid4L(c),0.0,-4.456386882099473e-06
EX_26dap_M(e),0.0,0.0
EX_ac(e),0.963223918440551,0.0
EX_acald(e),0.0,-2.0554625545939456e-08
EX_acgam(e),-0.29434314240076886,0.0
EX_acnam(e),0.0,0.0
EX_adocbl(e),0.0,0.0
EX_ala_L(e),-0.0013463137829987169,0.0
EX_alaasp(e),0.0,0.0
EX_alagln(e),0.0,0.0
EX_alaglu(e),0.0,0.0
EX_alagly(e),0.0,0.0
EX_alahis(e),0.0,0.0
EX_alaleu(e),0.0,0.0
EX_alathr(e),0.0,0.0
EX_alltn(e),0.0,0.0
EX_arab_L(e),0.0,0.0
EX_arbt(e),0.0,0.0
EX_asn_L(e),-0.00047819637748192594,0.0
EX_aso3(e),0.0,0.0
EX_aso4(e),0.0,0.0
EX_asp_L(e),-0.001711998580129084,0.0
EX_bhb(e),0.0,0.0
EX_biomass(e),0.0,0.0
EX_but(e),0.0,0.0
EX_ca2(e),0.0,0.0
EX_cbl1(e),0.0,0.0
EX_cbl2(e),0.0,0.0
EX_cd2(e),0.0,-0.00030166128371985804
EX_cellb(e),0.0,0.0
EX_cgly(e),0.0,0.0
EX_chtbs(e),0.0,0.0
EX_cl(e),0.0,0.0
EX_co2(e),0.6688376673398788,0.0
EX_cobalt2(e),-1.6072896197102946e-05,0.0
EX_cro4(e),0.0,0.0
EX_csn(e),-0.00017172480839388807,0.0
EX_cu2(e),0.0,0.0
EX_cys_L(e),-0.00019101883272718345,0.0
EX_ddca(e),-5.9867368391437826e-05,0.0
EX_drib(e),0.0,0.0
EX_etoh(e),0.0009134559459311409,0.0
EX_fe2(e),-8.174362892543519e-13,0.0
EX_fe3(e),0.0,0.0
EX_for(e),4.5534662588542485e-05,0.0
EX_fru(e),0.0,0.0
EX_fum(e),-0.46085511928516903,0.0
EX_gal(e),0.0,0.0
EX_galur(e),0.0,-9.619578418978197e-08
EX_glc_D(e),0.0,0.0
EX_gln_L(e),-0.0006443538548600556,0.0
EX_glu_L(e),-0.0053668033575768265,0.0
EX_gly(e),0.0,0.0
EX_glyasn(e),0.0,0.0
EX_glyasp(e),0.0,0.0
EX_glycys(e),0.0,0.0
EX_glygln(e),0.0,0.0
EX_glyglu(e),0.0,0.0
EX_glyleu(e),0.0,-5.421089672625052e-09
EX_glymet(e),0.0,-6.986648327907602e-09
EX_glyphe(e),0.0,0.0
EX_glypro(e),0.0,0.0
EX_glytyr(e),0.0,0.0
EX_h(e),0.5378980315921401,0.0
EX_h2(e),0.783024718361839,0.0
EX_h2o(e),-1.2629768488605269,0.0
EX_hdca(e),0.0,0.0
EX_hg2(e),0.0,0.0
EX_his_L(e),-0.00021958532835675003,0.0
EX_hxan(e),-0.00020741666697346822,0.0
EX_ile_L(e),-0.0008301849190686622,0.0
EX_indole(e),0.08169117543486631,0.0
EX_k(e),-5.622087423154238e-13,0.0
EX_leu_L(e),-0.001249343136128365,0.0
EX_lys_L(e),-0.0006904126433855038,0.0
EX_mal_L(e),0.0,-1.8247766021576762e-08
EX_malt(e),-0.00014966841966218623,0.0
EX_man(e),0.0,0.0
EX_met_D(e),0.0,0.0
EX_met_L(e),-0.00044632360255427,0.0
EX_metala(e),0.0,-1.0670368100641989e-08
EX_metsox_R_L(e),0.0,0.0
EX_metsox_S_L(e),0.0,0.0
EX_mg2(e),-1.300360512236314e-05,0.0
EX_mn2(e),-3.1782969054919167e-09,0.0
EX_na1(e),6.003216317113179e-56,0.0
EX_nac(e),-1.607289035800845e-05,0.0
EX_nh4(e),0.3744643396047664,0.0
EX_nmn(e),-9.90762091765079e-18,0.0
EX_no2(e),0.0,0.0
EX_o2(e),0.0,-1.481088081270529e-06
EX_ocdca(e),0.0,0.0
EX_pb(e),0.0,0.0
EX_phe_L(e),-0.0005556304992760306,0.0
EX_pi(e),-0.0010725681728731098,0.0
EX_pnto_R(e),-1.607290679103189e-05,0.0
EX_pro_L(e),0.003233777425410295,0.0
EX_ptrc(e),0.0,0.0
EX_pydx(e),-1.6072892826472762e-05,0.0
EX_pyr(e),0.0,-2.3681336461178007e-08
EX_rib_D(e),-0.001384346916839933,0.0
EX_ribflv(e),-3.2145779914884476e-05,0.0
EX_salcn(e),0.0,0.0
EX_ser_L(e),-0.0008287165174466734,0.0
EX_so4(e),0.0,0.0
EX_spmd(e),0.0,0.0
EX_succ(e),0.4617815333006666,0.0
EX_thm(e),-1.8110125207721947e-12,0.0
EX_thr_L(e),-0.001612982549385938,0.0
EX_tre(e),0.0,0.0
EX_trp_L(e),-0.08181818,-3.241843524885203e-09
EX_ttdca(e),-0.00029933684827594925,0.0
EX_tyr_L(e),-0.00047304606664637036,0.0
EX_ura(e),-0.00015907828286618658,0.0
EX_urea(e),0.0,0.0
EX_val_L(e),-0.0008903648470090368,0.0
EX_xan(e),-0.00017023852431237343,0.0
EX_zn2(e),-8.727657208599448e-08,0.0
translation_445972.6.peg.12,0.0,4.946465544874336e-33
transcription_TU_445972.6.peg.12,0.0,1.1930838709777248e-34
translation_445972.6.peg.16,0.0,-1.9406596319220707e-34
transcription_TU_445972.6.peg.16,0.0,-0.006938717257947727
translation_445972.6.peg.22,1.0203830430395697e-12,-5.353530159883521e-34
transcription_TU_445972.6.peg.22,1.1671569972399892e-12,9.075356214750123e-34
translation_445972.6.peg.27,3.3603690106083246e-14,3.5225952051730886e-34
transcription_TU_445972.6.peg.27,3.8437312642482144e-14,8.939683779706969e-34
translation_445972.6.peg.29,1.5292906346459246e-13,1.766832748355244e-33
transcription_TU_445972.6.peg.29,1.749266882879155e-13,7.466480750200368e-34
translation_445972.6.peg.35,8.656920847621529e-08,5.3018529235108126e-33
transcription_TU_445972.6.peg.35,9.90214979637052e-08,3.335271554927112e-33
translation_445972.6.peg.36,8.656920847621529e-08,-4.520779695989775e-33
transcription_TU_445972.6.peg.36,9.90214979637052e-08,7.74528376546286e-34
translation_445972.6.peg.37,7.498220864395172e-08,-4.406846881102308e-34
transcription_TU_445972.6.peg.37,8.576780071393566e-08,3.4408372127517176e-34
translation_445972.6.peg.38,7.498220864395172e-08,-1.009615920775379e-33
transcription_TU_445972.6.peg.38,8.576780071393566e-08,-4.1666902241628765e-35
