,fluxes,reduced_costs
biomass_dilution,0.0009286018444338959,-0.1991783241398432
protein_biomass_to_biomass,0.0003451304354781956,0.0
mRNA_biomass_to_biomass,8.779531035086605e-07,-3.6645171829587855e-35
tRNA_biomass_to_biomass,5.341762551433653e-06,2.9501242094845345e-35
rRNA_biomass_to_biomass,3.846843334656135e-05,2.794632982808425e-35
ncRNA_biomass_to_biomass,0.0,0.0
tmRNA_biomass_to_biomass,0.0,0.0
DNA_biomass_to_biomass,5.507919265398325e-05,0.0
lipid_biomass_to_biomass,0.0,0.0
constituent_biomass_to_biomass,0.00028944424337294894,0.0
prosthetic_group_biomass_to_biomass,1.239539707794382e-07,0.0
peptidoglycan_biomass_to_biomass,0.0,0.0
DM_5MTR,0.0,-0.004198577189993013
DM_atp_c_,0.0,-0.0006997719112217307
DM_dhptd(c),7.820143620177833e-06,0.0
DM_hcys_L[c],7.820143620177833e-06,0.0
EX_12dgr180(e),-3.8604578758281465e-05,0.0
EX_26dap_M(e),-0.000296301055794034,0.0
EX_2hyoxplac(e),0.0,-0.002099234891146169
EX_34dhphe(e),0.0,0.0
EX_3mop(e),-0.5746895371785632,0.0
EX_4abz(e),-2.2118460192755407e-05,0.0
EX_5htrp(e),-5.299920689996618e-50,0.0
EX_Cit_Mg(e),0.0,0.0
EX_Lcyst(e),0.0,0.0
EX_ac(e),-4.03647096207444e-19,0.0
EX_acald(e),0.0,-0.00017492941309125876
EX_acgam(e),-0.00012075464096870827,0.0
EX_actn_R(e),0.0,-0.0003498526772168252
EX_adn(e),-0.9620028731790604,0.0
EX_adocbl(e),-7.3728200642518025e-06,0.0
EX_akg(e),0.0,-0.0006997638656401628
EX_ala_L(e),-0.0004199998998187089,0.0
EX_alaasp(e),0.0,0.0
EX_alagln(e),0.0,-0.0003498362352614358
EX_alaglu(e),0.0,-0.0003498555181942427
EX_alagly(e),0.0,0.0
EX_alahis(e),0.0,0.0
EX_alaleu(e),0.0,0.0
EX_alathr(e),0.0,0.0
EX_arab_L(e),0.0,0.0
EX_arbt(e),0.0,0.0
EX_arg_L(e),-0.00022989665126897416,0.0
EX_arsenb(e),0.0,0.0
EX_asn_L(e),-0.0002379275177117278,0.0
EX_asp_L(e),-0.225,-0.00034979233029243335
EX_biomass(e),0.0,0.0
EX_but(e),0.0,-0.00017495736244346012
EX_butso3(e),0.0,0.0
EX_ca2(e),0.0,0.0
EX_cbl1(e),0.0,0.0
EX_cbl2(e),0.0,0.0
EX_cd2(e),0.0,-0.011968836915655848
EX_cgly(e),-3.818259339901464e-05,0.0
EX_chol(e),0.0,0.0
EX_chols(e),0.0,0.0
EX_cit(e),-4.5183693825887266e-24,0.0
EX_cl(e),-2.2731396199927238e-10,0.0
EX_co2(e),0.39209252500418046,0.0
EX_cobalt2(e),-7.372829552615055e-06,0.0
EX_crn(e),0.0,0.0
EX_cro4(e),0.0,-0.00017494198570944505
EX_csn(e),1.1254845146403855e-47,0.0
EX_ctbt(e),0.0,0.0
EX_cu2(e),3.277170379749772e-64,0.0
