,maximum,minimum
EX_4abut(e),0.0364176638596352,0.0362578781124859
EX_Lcyst(e),0.0,0.0
EX_ac(e),6.784011318285544,6.73469649508719
EX_acald(e),0.0,0.0
EX_ala_D(e),-1.0,-1.0
EX_ala_L(e),-1.0,-1.0
EX_alaasp(e),0.0,0.0
EX_alagln(e),0.0,0.0
EX_alaglu(e),0.0,0.0
EX_alagly(e),0.0,0.0
EX_alahis(e),0.0,0.0
EX_alaleu(e),0.0,0.0
EX_alathr(e),0.0,0.0
EX_arab_L(e),-5.916930937043818e-52,-5.916930937043818e-52
EX_arbt(e),0.0,0.0
EX_arg_L(e),-0.05277693514192202,-0.05277693514192202
EX_arsenb(e),0.0,0.0
EX_asn_L(e),-0.225,-0.225
EX_asp_L(e),-0.225,-0.225
EX_biomass(e),0.0,0.0
EX_butso3(e),0.0,0.0
EX_ca2(e),0.0,0.0
EX_cd2(e),0.0,0.0
EX_cellb(e),-0.07449289,-0.07449289
EX_cgly(e),-5.231464213812814e-37,-5.231464213812814e-37
EX_chol(e),6.837733417810789e-57,6.837733417810789e-57
EX_chols(e),0.0,0.0
EX_chsterol(e),-0.00495795,-0.00495795
EX_cit(e),-1.0,-1.0
EX_cl(e),0.0,0.0
EX_co2(e),1.6801357223354285,1.6801357223354285
EX_cobalt2(e),-0.00105509209394958,-0.00105509209394958
EX_coprost(e),0.00495795,0.00495795
EX_crn(e),0.0,0.0
EX_ctbt(e),0.0,0.0
EX_cu2(e),0.0,0.0
EX_cys_L(e),-0.004766127835877171,-0.004766127835877171
EX_dextrin(e),0.0,0.0
EX_drib(e),-0.17878295,-0.17878295
EX_ethso3(e),0.0,0.0
EX_etoh(e),4.67320575325335,4.67320575325335
EX_fe2(e),-1.427668042275664e-07,-1.427668042275664e-07
EX_fe3(e),0.0,0.0
EX_fol(e),2.454097185583038e-35,2.454097185583038e-35
EX_for(e),9.871184381581138,9.871184381581138
EX_fru(e),-0.14898579,-0.14898579
EX_gal(e),-0.14898579,-0.14898579
EX_galt(e),0.0,0.0
EX_gbbtn(e),0.0,0.0
EX_glc_D(e),-0.14898579,-0.14898579
EX_glcn(e),-0.14898579,-0.14898579
EX_gln_L(e),1.0839549203112042e-38,1.0839549203112042e-38
EX_glu_L(e),-0.18,-0.18
EX_gly(e),-0.4499468907159337,-0.4499468907159337
EX_glyasn(e),0.0,0.0
EX_glyasp(e),0.0,0.0
EX_glyb(e),0.0,0.0
EX_glyc(e),-1.79965486,-1.79965486
EX_glyc3p(e),-2.479738282417362e-36,-2.479738282417362e-36
EX_glycys(e),0.0,0.0
EX_glygln(e),0.0,0.0
EX_glyglu(e),0.0,0.0
EX_glyleu(e),0.0,0.0
EX_glymet(e),0.0,0.0
EX_glyphe(e),0.0,0.0
EX_glypro(e),0.0,0.0
EX_glytyr(e),0.0,0.0
EX_h(e),9.373051880213465,9.373051880213465
EX_h2o(e),-6.624102633476303,-6.624102633476303
EX_hexs(e),0.0,0.0
EX_hg2(e),0.0,0.0
EX_his_L(e),-0.022507320780805314,-0.022507320780805314
EX_ile_L(e),-0.055906972711915914,-0.055906972711915914
EX_indole(e),-2.826936114740261e-52,-2.826936114740261e-52
EX_inost(e),-2.675835297146351e-52,-2.675835297146351e-52
EX_isetac(e),0.0,0.0
EX_k(e),-1.1918047634337962e-07,-1.1918047634337962e-07
EX_kesto(e),0.0,0.0
EX_kestopt(e),-0.00282117,-0.00282117
EX_kestottr(e),0.0,0.0
EX_lac_D(e),0.0,0.0
EX_lac_L(e),0.0,0.0
EX_lcts(e),-0.07449289,-0.07449289
EX_leu_L(e),-0.0912621479058094,-0.0912621479058094
EX_lys_L(e),-0.043567318069880005,-0.043567318069880005
EX_mal_L(e),0.0,0.0
EX_malt(e),-0.07449289,-0.07449289
EX_malthx(e),0.0,0.0
EX_malttr(e),0.0,0.0
EX_man(e),-0.14898579,-0.14898579
EX_mantr(e),0.0,0.0
EX_melib(e),-0.07449289,-0.07449289
EX_met_D(e),0.0,0.0
EX_met_L(e),2.953728516979489e-36,2.953728516979489e-36
EX_metala(e),0.0,0.0
EX_metsox_R_L(e),0.0,0.0
EX_metsox_S_L(e),-0.025517461804064456,-0.025517461804064456
EX_mg2(e),-0.0011320188658984686,-0.0011320188658984686
EX_mn2(e),-6.203903279927117e-07,-6.203903279927117e-07
EX_mnl(e),-0.14898579,-0.14898579
EX_mops(e),0.0,0.0
EX_mso3(e),0.0,0.0
EX_na1(e),1.056189664726322e-37,1.056189664726322e-37
EX_nac(e),0.09340005273896358,0.09340005273896358
EX_nh4(e),3.8293154883510527,3.8293154883510527
EX_nmn(e),-0.09445514483291316,-0.09445514483291316
EX_no3(e),0.0,0.0
EX_o2(e),0.0,0.0
EX_pb(e),0.0,0.0
EX_phe_L(e),-0.040076517743324484,-0.040076517743324484
EX_pi(e),4.338316662992174e-37,4.338316662992174e-37
EX_pnto_R(e),-0.00105509209394958,-0.00105509209394958
EX_pro_L(e),-7.726945798438124e-36,-7.726945798438124e-36
EX_ptrc(e),1.8502691668045953e-52,1.8502691668045953e-52
EX_pydx(e),-0.00105509209394958,-0.00105509209394958
EX_rib_D(e),-0.17878295,-0.17878295
EX_ribflv(e),-0.0021101843337429983,-0.0021101843337429983
EX_salcn(e),3.9846649303823714e-57,3.9846649303823714e-57
EX_sbt_D(e),0.0,0.0
EX_ser_D(e),0.0,0.0
EX_ser_L(e),-1.0,-1.0
EX_so4(e),0.0,0.0
EX_spmd(e),0.0,0.0
EX_stys(e),0.0,0.0
EX_succ(e),0.0,0.0
EX_sucr(e),-0.07449289,-0.07449289
EX_sulfac(e),0.0,0.0
EX_taur(e),0.0,0.0
EX_thm(e),6.706352272928907e-30,6.706352272928907e-30
EX_thr_L(e),-0.05994034138278752,-0.05994034138278752
EX_tre(e),-0.07449289,-0.07449289
EX_trp_L(e),-0.0083262443929449,-0.0083262443929449
EX_tyr_L(e),-0.03549823302925647,-0.03549823302925647
EX_ura(e),-0.03277103574516992,-0.03277103574516992
EX_urea(e),0.0,0.0
EX_val_L(e),-0.049582305688494796,-0.049582305688494796
EX_xan(e),-0.032554699119079294,-0.032554699119079294
EX_xyl_D(e),0.0,0.0
EX_zn2(e),-2.4261662808338423e-07,-2.4261662808338423e-07
