,maximum,minimum
EX_ac(e),0.1392593737034574,0.13889735376339093
EX_adocbl(e),0.0,-4.9e-23
EX_ala_L(e),-0.001184095709712501,-0.0012025074451259383
EX_alaasp(e),0.0,0.0
EX_alagln(e),0.0,0.0
EX_alaglu(e),0.0,0.0
EX_alagly(e),0.0,0.0
EX_alahis(e),0.0,0.0
EX_alaleu(e),0.0,0.0
EX_alathr(e),0.0,0.0
EX_asn_L(e),-0.0008981524837420846,-0.0009197077641552897
EX_aso3(e),4.9e-23,0.0
EX_aso4(e),4.9e-23,0.0
EX_asp_L(e),-0.22495624628856084,-0.225
EX_biomass(e),0.0,0.0
EX_btn(e),7.66248986689337e-23,-3.55488040287628e-05
EX_ca2(e),1.442062333924851e-29,-9.17715022920303e-08
EX_cbl1(e),-3.2341166501119496e-15,-6.904108487807919e-14
EX_cbl2(e),0.0,0.0
EX_cd2(e),1.8439992391788946e-31,0.0
EX_cgly(e),-9.550891600431086e-37,-7.109674439554833e-05
EX_cl(e),-2.98055444393907e-30,-2.98055444393907e-30
EX_co2(e),1.0890919451251837,1.0887507082245746
EX_cobalt2(e),-1.8469188549932092e-05,-2.0251747015269764e-05
EX_cu2(e),4.9e-23,0.0
EX_cys_L(e),-0.00017939790696297903,-0.00026895413657820113
EX_ddca(e),2.9778980767872148e-06,-1.6250748436398664e-05
EX_fe2(e),-9.340506645304564e-13,-3.8381150253242113e-07
EX_fe3(e),0.0,-3.9367307030676843e-23
EX_for(e),-0.8002510872305211,-0.8005932657153032
EX_fum(e),-0.999956246692411,-1.0
EX_gln_L(e),-0.0030971552717109093,-0.0032867515073977368
EX_glu_L(e),0.00028194949469521343,7.590630404047264e-05
EX_gly(e),7.801522643748632e-05,6.163301544346824e-07
EX_glyasn(e),0.0,0.0
EX_glyasp(e),0.0,0.0
EX_glycys(e),0.0,0.0
EX_glygln(e),0.0,0.0
EX_glyglu(e),0.0,0.0
EX_glyleu(e),0.0,0.0
EX_glymet(e),0.0,0.0
EX_glyphe(e),0.0,0.0
EX_glypro(e),0.0,0.0
EX_glytyr(e),0.0,0.0
EX_h(e),-0.9998862439526571,-1.0
EX_h2(e),0.0,-0.00011375915658828854
EX_h2o(e),-0.20665571141317077,-0.20691169178801877
EX_h2s(e),3.2671920959774815e-22,-1.9613234453709068e-05
EX_hdca(e),1.6250765795009937e-05,-1.625072861702745e-05
EX_hg2(e),4.9e-23,0.0
EX_his_L(e),-0.0003614126733625848,-0.0003832795391225922
EX_ile_L(e),-0.0010699081357157904,-0.0011579162058396788
EX_k(e),-4.008152663537478e-12,-4.469777521470316e-12
EX_leu_L(e),-0.0014572652214535243,-0.0015019165691304225
EX_lys_L(e),-0.0011459507112792338,-0.0011914382332197104
EX_mal_L(e),4.375279951851321e-05,0.0
EX_met_D(e),0.0,0.0
EX_met_L(e),-1.1870323853194067e-37,-0.0004928939752312659
EX_metala(e),0.0,0.0
EX_metsox_R_L(e),0.0,0.0
EX_metsox_S_L(e),0.0,-0.0004918276308539014
EX_mg2(e),-1.511566442994222e-05,-1.5518149705305694e-05
EX_mn2(e),-7.729794120907777e-11,-1.3330432543708083e-07
EX_na1(e),2.650508435904659e-27,-2.8937625424819867e-13
EX_nac(e),-9.144853993339785e-06,-2.2033169405885283e-05
EX_nh4(e),0.219701764996823,0.21951216884094238
EX_o2(e),6.685727095007538e-22,0.0
EX_ocdca(e),1.625072779581264e-05,-8.358160900245506e-08
EX_pb(e),4.9e-23,0.0
EX_ph2s(e),6.463081996628937e-23,0.0
EX_phe_L(e),-0.00021227394954391276,-0.000787189177881497
EX_pi(e),-0.001498700295016323,-0.0017266632696863631
EX_ppi(e),0.00011375320937669032,0.0
EX_pro_L(e),-0.0005278049200664515,-0.0005595177661433212
EX_pydx(e),-1.8469176305943896e-05,-1.8697330031394694e-05
EX_so4(e),0.0,0.0
EX_succ(e),1.0761738794741111,1.075832593323994
EX_thr_L(e),-0.0005642039350165068,-0.0006471491586214671
EX_trp_L(e),-0.00012371304598411857,-0.00012825105371792972
EX_ttdca(e),1.6250747615120102e-05,-1.6250766451983334e-05
EX_tyr_L(e),-0.000639848791212986,-0.0012237645423928665
EX_urea(e),0.0,0.0
EX_val_L(e),-0.0009427597599246392,-0.0010053932710764979
EX_zn2(e),-7.054777159322785e-06,-9.791312429922894e-06
