,maximum,minimum
EX_12dgr180(e),-0.0241862299949677,-0.0241862299949677
EX_26dap_M(e),-0.999901595063419,-1.0
EX_2ddglcn(e),9.80938570470845e-06,0.0
EX_3mop(e),-0.9999347989580637,-1.0
EX_5mta(e),4.596085008498625e-06,0.0
EX_Lcyst(e),0.0,0.0
EX_Tyr_ggn(e),0.0,0.0
EX_ac(e),7.504298510552049,7.424884203919914
EX_acald(e),3.921749270849525e-05,0.0
EX_acgam(e),-0.9999924476820309,-1.0
EX_adocbl(e),-0.004619159890386142,-0.004619159890386142
EX_ala_D(e),-0.9999506624151664,-1.0
EX_ala_L(e),-0.9999506402789934,-1.0
EX_alaasp(e),5.995607670927534e-23,0.0
EX_alagln(e),5.993767312684292e-23,0.0
EX_alaglu(e),6.080158766242844e-23,0.0
EX_alagly(e),2.2774567493212855e-22,0.0
EX_alahis(e),0.0,0.0
EX_alaleu(e),6.035724547560443e-23,0.0
EX_alathr(e),6.010921729186234e-23,0.0
EX_amp(e),-0.9999932698638797,-1.0
EX_arab_L(e),-0.17876856579931394,-0.17878295
EX_arabttr(e),2.1453655925684877e-22,0.0
EX_arbt(e),0.0,0.0
EX_arg_L(e),-0.14999183015114934,-0.15
EX_asn_L(e),-0.22496053026227603,-0.225
EX_asp_L(e),-0.22496720443229848,-0.225
EX_bhb(e),0.0,0.0
EX_biomass(e),0.0,0.0
EX_btn(e),-9.736726714406422e-57,-9.736726714406422e-57
EX_btoh(e),0.0001945618170972735,0.0
EX_but(e),8.661802490893669,8.62367196642201
EX_butso3(e),0.0,0.0
EX_ca2(e),0.0,-9.193361936460862e-06
EX_cbl1(e),-8.37253831647063e-30,-2.1501856743457516e-11
EX_cbl2(e),0.0,0.0
EX_cd2(e),5.933791874975643e-30,-1.8634586564908263e-24
EX_cellb(e),-0.07448904192953802,-0.07449289
EX_cgly(e),-0.9999335956441339,-1.0
EX_chol(e),1.2493489549102389e-56,-2.4152254316443788e-23
EX_chols(e),0.0,0.0
EX_cl(e),0.0,0.0
EX_co2(e),4.358335359257483,4.280544595694078
EX_cobalt2(e),-0.0046191899110664255,-0.004620814326631366
EX_cu2(e),0.0,0.0
EX_cys_L(e),0.0,-0.006534446146333275
EX_dcyt(e),-0.9999924528881307,-1.0
EX_drib(e),-0.1787632810600743,-0.17878295
EX_ethso3(e),0.0,0.0
EX_etoh(e),6.531173860409204e-05,0.0
EX_fe2(e),-7.525556418699265e-08,-2.554332008662175e-06
EX_fe3(e),-1.868557885814501e-62,-8.872075338177918e-29
EX_for(e),22.00878765590055,21.923913822248203
EX_fru(e),-0.14897824274769547,-0.14898579
EX_fum(e),-0.9999672379202891,-1.0
EX_gal(e),-0.1489748691511392,-0.14898579
EX_galctn_D(e),0.0,0.0
EX_galt(e),0.0,0.0
EX_galur(e),8.53276551550673e-06,0.0
EX_gam(e),-0.9999921474550995,-1.0
EX_gcald(e),0.013857479671158426,0.013857479671158426
EX_glc_D(e),-0.1489782423344577,-0.14898579
EX_gln_L(e),-0.17996056965022397,-0.18
EX_glu_L(e),-0.17996721927793186,-0.18
EX_gly(e),-0.44990116560086146,-0.45
EX_glyasn(e),6.05567272142153e-23,0.0
EX_glyasp(e),6.043209627479278e-23,0.0
EX_glyb(e),2.4152254316443788e-23,0.0
EX_glyc(e),-1.7996370119862024,-1.79965486
EX_glyc3p(e),-0.9999843001344051,-1.0
EX_glycys(e),5.274437621905935e-24,0.0
EX_glygln(e),6.013224059321886e-23,0.0
EX_glyglu(e),6.070397555098539e-23,0.0
EX_glygn2(e),2.6140723203692085e-23,0.0
EX_glygn4(e),7.741149529320822e-23,0.0
EX_glygn5(e),7.741149529320822e-23,0.0
EX_glyleu(e),2.6899018509799693e-20,0.0
EX_glymet(e),0.0,0.0
EX_glyphe(e),0.0,0.0
EX_glypro(e),5.885114435819909e-23,0.0
EX_glytyr(e),0.0,0.0
EX_gthrd(e),-0.004613389993490875,-0.004619159890386142
EX_gua(e),-0.06578545347546919,-0.0659789628280546
EX_h(e),21.297839582185645,21.210846857655003
EX_h2(e),-0.9224619937734664,-1.0
EX_h2o(e),-9.999804485994899,-10.0
EX_h2s(e),0.9742281250814339,0.9676019794915686
EX_hexs(e),0.0,0.0
EX_hg2(e),0.0,0.0
EX_his_L(e),-0.023424935569955656,-0.02347391431050641
EX_hxan(e),0.9123334464726878,0.9122160913817914
EX_ile_L(e),0.7368710349193117,0.7366031966477227
EX_inulin(e),-0.00046992583956388315,-0.00047019
EX_isetac(e),0.0,0.0
EX_k(e),-5.001090643807272e-07,-9.27420816076845e-07
EX_lac_D(e),9.329564235479064e-06,0.0
EX_lac_L(e),2.796686671533856e-05,0.0
EX_lcts(e),-0.07448832245186991,-0.07449289
EX_leu_L(e),-0.14998910814189423,-0.15
EX_lys_L(e),0.7596875787258436,0.7594634084733278
EX_mal_L(e),2.8017187288356678e-05,0.0
EX_malt(e),-0.07448904157014163,-0.07449289
EX_malthx(e),6.116393099096187e-23,0.0
EX_malttr(e),1.3125196416181683e-56,0.0
EX_man(e),-0.14897824309533847,-0.14898579
EX_melib(e),-0.07448888329659105,-0.07449289
EX_meoh(e),0.006511049999999999,0.006506588922728951
EX_met_D(e),0.0,0.0
EX_met_L(e),-0.09246770092805477,-0.09259271748776463
EX_metala(e),0.0,0.0
EX_metsox_R_L(e),0.0,0.0
EX_metsox_S_L(e),0.0,-6.508609011771332e-05
EX_mg2(e),-0.006333437940776735,-0.006360466968797596
EX_mn2(e),-0.00030372405137277936,-0.00034164548458922727
EX_mnl(e),-0.14897761297959455,-0.14898579
EX_mobd(e),0.0,0.0
EX_mops(e),0.0,0.0
EX_mqn7(e),-0.009238319780772284,-0.009238319780772284
EX_mso3(e),0.0,0.0
EX_n2(e),1.814354470598323e-38,0.0
EX_na1(e),1.7008762317295483e-27,-1.8619931575416055e-09
EX_nac(e),-0.004612180783728335,-0.004619356828954327
EX_nh4(e),9.998415742685463,9.988009540573886
EX_ni2(e),7.20663194474208e-28,0.0
EX_no2(e),-0.9999803925459563,-1.0
EX_no3(e),-0.9999896847449238,-1.0
EX_o2(e),8.565230937880244e-24,0.0
EX_pb(e),0.0,0.0
EX_pect(e),-3.336712268066129e-05,-3.339e-05
EX_phe_L(e),0.7877309247034959,0.7875045842470884
EX_pheme(e),-0.004619159890386142,-0.004619159890386142
EX_pi(e),-0.9996077073167298,-1.0
EX_ppa(e),9.810339242837752e-05,2.0951935933739498e-38
EX_ppi(e),1.1594424481080303,1.1592384763572792
EX_pro_L(e),-1.1507879532947168e-36,-0.007239206786226814
EX_ptrc(e),3.2670494793985586e-05,-9.719204277805782e-05
EX_pydam(e),0.0,-5.723723425387984e-23
EX_pydx(e),-0.004613642396974806,-0.004620158296430077
EX_pydxn(e),0.0,-5.723723425387984e-23
EX_raffin(e),-0.004699357119408846,-0.00470194
EX_rib_D(e),-0.1787685630859046,-0.17878295
EX_ribflv(e),-0.009238319780772284,-0.00923847508866234
EX_salcn(e),5.1454061415838215e-23,0.0
EX_sbt_D(e),0.0,0.0
EX_ser_D(e),0.0,0.0
EX_ser_L(e),-0.9999719307172913,-1.0
EX_sheme(e),-0.004619159890386142,-0.004619159890386142
EX_so4(e),4.9643259624480255e-23,-0.006281008876057493
EX_spmd(e),-0.004614563805377643,-0.004619159890386142
EX_strch1(e),-0.2573383788720849,-0.25733909
EX_strch2(e),2.5825546428151736e-06,0.0
EX_succ(e),9.847834841101448e-05,0.0
EX_sucr(e),-0.07448904175551331,-0.07449289
EX_sulfac(e),0.0,0.0
EX_taur(e),0.0,0.0
EX_thm(e),-0.004619159890386142,-0.004619377320808484
EX_thr_L(e),-0.22497190920335827,-0.225
EX_tre(e),-0.07448904162151483,-0.07449289
EX_trp_L(e),-0.013051618116627122,-0.013076115553141344
EX_tsul(e),5.685566241126089e-23,0.0
EX_tyr_L(e),-0.9999345928943292,-1.0
EX_ura(e),0.8465180969159006,0.8464002427329098
EX_val_L(e),-0.17997543398825833,-0.18
EX_xyl_D(e),-0.17877389051876008,-0.17878295
EX_zn2(e),-0.0003246740707722262,-0.0003319629954810621
