,maximum,minimum
EX_12dgr180(e),-0.0007415935483144881,-0.0007458202124420777
EX_C02528(e),1.9012619341685528e-24,0.0
EX_ac(e),1.2305971208348996,1.2239719176877843
EX_acald(e),4.228591422863129e-05,0.0
EX_acgam(e),-0.9999906017858893,-1.0
EX_ahcys(e),1.457218023673222e-06,0.0
EX_ala_D(e),0.1492163223434056,-0.18110394037639582
EX_ala_L(e),0.14003093884645992,-0.1902893342972203
EX_alaasp(e),0.0,0.0
EX_alagln(e),0.0,0.0
EX_alaglu(e),0.0,0.0
EX_alagly(e),0.0,0.0
EX_alahis(e),0.0,0.0
EX_alaleu(e),0.0,0.0
EX_alathr(e),0.0,0.0
EX_arbt(e),2.4165409893329257e-24,0.0
EX_arg_L(e),-0.017323239571895716,-0.15
EX_asn_L(e),-0.024187094894597208,-0.14174108427655516
EX_asp_L(e),0.07302989231764248,-0.04618005695275998
EX_biomass(e),0.0,0.0
EX_ca2(e),0.0,-3.030709036273549e-10
EX_cd2(e),3.9121373085116407e-31,0.0
EX_cellb(e),-0.07448760362529007,-0.07449289
EX_cgly(e),-1.8819837984506915e-39,-8.419299186167971e-05
EX_cholate(e),1.9012619341685528e-24,0.0
EX_cl(e),0.0,0.0
EX_co2(e),0.03009566725490118,0.030053377737698107
EX_cobalt2(e),-0.0008196651266162401,-0.0008196938204002329
EX_cu2(e),0.0,0.0
EX_cys_L(e),-0.002735347240031743,-0.002826579482029361
EX_dextrin(e),1.0295466837701361e-23,0.0
EX_dgchol(e),1.9012619341685528e-24,0.0
EX_drib(e),-0.17874061216679057,-0.17878295
EX_etoh(e),0.07763923147725199,0.07101401342790123
EX_fe2(e),-0.0012065947051455707,-0.001207324184071457
EX_fe3(e),0.0,-1.0574318103907654e-23
EX_fol(e),-0.00245899537984872,-0.00245899537984872
EX_for(e),-0.4241983732925532,-0.42436741366324937
EX_fru(e),-0.1489752178325211,-0.14898579
EX_gal(e),-0.14896462849667214,-0.14898579
EX_galt(e),0.0,0.0
EX_gam(e),-0.9999894271099679,-1.0
EX_gchola(e),1.9012619341685528e-24,0.0
EX_glc_D(e),-0.14897521760585264,-0.14898579
EX_gln_L(e),-0.019970455493722082,-0.02008316958499739
EX_glu_L(e),-0.06671263423408091,-0.06682870131128739
EX_gly(e),-0.449915140222536,-0.45
EX_glyasn(e),0.0,0.0
EX_glyasp(e),0.0,0.0
EX_glyb(e),0.0,0.0
EX_glyc(e),-1.7996125453650238,-1.79965486
EX_glyc3p(e),-0.11149582878100425,-0.11151434558763755
EX_glycys(e),0.0,0.0
EX_glygln(e),2.2581017590497632e-23,0.0
EX_glyglu(e),0.0,0.0
EX_glyleu(e),2.2987967176156554e-23,0.0
EX_glymet(e),0.0,0.0
EX_glyphe(e),0.0,0.0
EX_glypro(e),2.2581017590497632e-23,0.0
EX_glytyr(e),0.0,0.0
EX_gua(e),-0.021118302989415392,-0.022792751718628407
EX_h(e),8.084822271886837,8.078273996794413
EX_h2(e),2.5923506238116606e-23,-0.011309107469637902
EX_h2o(e),-2.091580992158486,-2.2359188568078703
EX_hg2(e),0.0,0.0
EX_his_L(e),-0.023010782944614207,-0.023034587416054252
EX_hxan(e),3.853116939059741e-57,-2.8191913709029785e-05
EX_ile_L(e),-0.05037290602589956,-0.050396386965062774
EX_k(e),-6.338123396144674e-07,-6.420596492718617e-07
EX_lac_D(e),9.867427685485369,9.523569668865866
EX_lac_L(e),0.3437689006537176,0.0
EX_leu_L(e),-0.04627617729383731,-0.046305681735288845
EX_lys_L(e),-0.043939106065118805,-0.043965202815852325
EX_malt(e),-0.07448760357262449,-0.07449289
EX_malthx(e),2.2773321330968536e-23,0.0
EX_malttr(e),6.175323469165996e-23,0.0
EX_man(e),-0.14897521774043324,-0.14898579
EX_mantr(e),1.0295466837701361e-23,0.0
EX_met_D(e),0.0,0.0
EX_met_L(e),8.759898480930157e-36,-4.2296677982820855e-05
EX_metala(e),0.0,0.0
EX_metsox_R_L(e),0.0,0.0
EX_metsox_S_L(e),-0.017423168993263103,-0.017472273767866635
EX_mg2(e),-0.0006038612113294359,-0.000605451792181997
EX_mn2(e),-3.3729616756810997e-28,-7.144105802317991e-07
EX_mnl(e),0.0,0.0
EX_mqn7(e),-4.561066659282836e-37,-0.28756199333137267
EX_nac(e),-0.0008196651266162401,-0.0008199725143299255
EX_nh4(e),3.522982783991608,3.4053582855451707
EX_o2(e),6.709756148767062e-07,0.0
EX_ocdca(e),-0.01996456807831729,-0.019975935110733135
EX_orn(e),0.13185274575726783,-0.0008230463102972117
EX_pb(e),0.0,0.0
EX_phe_L(e),-0.019434899515798323,-0.019470612195728015
EX_pi(e),1.2219318276822734e-39,-1.409151720145568e-05
EX_pnto_R(e),-0.0008197812029732589,-0.0008210650983778634
EX_pro_L(e),-0.01687263208334022,-0.016886877396899338
EX_ptrc(e),-7.710281060064846e-41,-2.1136242741866916e-05
EX_pydx(e),-0.0007773871262830398,-0.0008196652366855619
EX_pydxn(e),1.201305067082827e-26,-4.227810979683366e-05
EX_q8(e),1.0295466837701307e-23,-3.5821512542403516e-24
EX_rib_D(e),-0.17876180071770792,-0.17878295
EX_ribflv(e),-0.0016393302532324802,-0.0016393966092788702
EX_salcn(e),2.4165409893329257e-24,0.0
EX_sbt_D(e),0.0,0.0
EX_ser_D(e),0.0,0.0
EX_ser_L(e),-0.9999576987389049,-1.0
EX_sheme(e),-0.00043200926255463994,-0.00043273874151219957
EX_so4(e),0.0,0.0
EX_spmd(e),-0.0008162839429352684,-0.0008196651266162401
EX_stys(e),1.0295466837701361e-23,0.0
EX_succ(e),0.015407433102719102,0.013723805213766205
EX_sucr(e),-0.07448760360021311,-0.07449289
EX_taur(e),3.8025238683371055e-24,-3.8025238683371055e-24
EX_tchola(e),0.0,0.0
EX_tdchola(e),0.0,0.0
EX_thm(e),-0.0008182321986611435,-0.0008196651266162401
EX_thr_L(e),-0.027541763471179825,-0.027573649014744787
EX_tre(e),-0.07448760354791512,-0.07449289
EX_trp_L(e),-0.007284244069391735,-0.0072961096138354775
EX_tyr_L(e),-0.014517805351840498,-0.01453203247480449
EX_ura(e),-0.02071539045955682,-0.020742059562625557
EX_urea(e),0.1326722292658109,0.0
EX_val_L(e),-0.03121376330446057,-0.031237765663521964
EX_xan(e),0.0,-6.502300955554861e-06
EX_zn2(e),-2.751898479379505e-07,-3.039680088765114e-07
