,maximum,minimum
EX_26dap_M(e),1.0946613989175012e-38,-1.0
EX_7dhcdchol(e),1.4445803227908184e-23,0.0
EX_7ocholate(e),9.630535485272122e-24,0.0
EX_C02528(e),0.0,0.0
EX_ac(e),19.266176630017284,-1.0
EX_acald(e),15.516347361879111,0.0
EX_acgam(e),1.2779929688696785e-22,-1.0
EX_ala_L(e),6.029191895796208,6.029191895796208
EX_alaasp(e),9.900490780666545e-23,0.0
EX_alagln(e),9.900490780666545e-23,0.0
EX_alaglu(e),9.900490780666545e-23,0.0
EX_alagly(e),9.900490780666545e-23,0.0
EX_alahis(e),9.900490780666545e-23,0.0
EX_alaleu(e),1.1200687743749086e-22,0.0
EX_alathr(e),9.900490780666545e-23,0.0
EX_arbt(e),4.9e-24,0.0
EX_arg_L(e),0.9994357391542175,0.00046506793636314755
EX_arsenb(e),0.0,0.0
EX_asn_L(e),5.7119503374384886e-05,5.7119503374384886e-05
EX_asp_L(e),-0.225,-0.225
EX_biomass(e),0.0,0.0
EX_btn(e),-1.4479455364071286e-56,-1.4479455364071286e-56
EX_but(e),0.27112793256066553,0.27112793256066553
EX_ca2(e),0.0,0.0
EX_cd2(e),0.0,0.0
EX_cgly(e),-6.13559068931926e-05,-6.13559068931926e-05
EX_cholate(e),0.0,0.0
EX_cl(e),5.571783925000589e-31,5.571783925000589e-31
EX_co2(e),0.0,0.0
EX_cobalt2(e),-5.6674496770340074e-05,-5.6674496770340074e-05
EX_cro4(e),0.0,0.0
EX_cu2(e),0.0,0.0
EX_cys_L(e),-1.8627052742920335e-34,-1.8627052742920335e-34
EX_dgchol(e),0.0,0.0
EX_drib(e),-7.052966104933725e-35,-7.052966104933725e-35
EX_etha(e),0.0,0.0
EX_etoh(e),0.0,0.0
EX_fe2(e),-1.3708046274216873e-10,-1.3708046274216873e-10
EX_fe3(e),0.0,0.0
EX_for(e),4.010463918042634,4.010463918042634
EX_gal(e),-7.178870424540613e-54,-7.178870424540613e-54
EX_gchola(e),0.0,0.0
EX_glc_D(e),-0.14898579,-0.14898579
EX_gln_L(e),-0.18,-0.18
EX_glu_L(e),-0.18,-0.18
EX_glutar(e),0.0,0.0
EX_gly(e),-0.45,-0.45
EX_glyasn(e),0.0,0.0
EX_glyasp(e),0.0,0.0
EX_glyb(e),0.0,0.0
EX_glyc(e),-0.5533754232155029,-0.5533754232155029
EX_glyc3p(e),1.692711865184094e-34,1.692711865184094e-34
EX_glycys(e),7.965459555662261e-57,7.965459555662261e-57
EX_glygln(e),0.0,0.0
EX_glyglu(e),0.0,0.0
EX_glyleu(e),0.0,0.0
EX_glymet(e),0.0,0.0
EX_glyphe(e),0.0,0.0
EX_glypro(e),0.0,0.0
EX_glytyr(e),0.0,0.0
EX_h(e),2.0226789425245557,2.0226789425245557
EX_h2o(e),-7.755946080614523,-7.755946080614523
EX_hg2(e),0.0,0.0
EX_his_L(e),0.00011009921489970416,0.00011009921489970416
EX_hxan(e),0.9280400674221511,0.9280400674221511
EX_ile_L(e),-0.00017795481152538254,-0.00017795481152538254
EX_ind3ac(e),0.0,0.0
EX_k(e),-5.823157611903646e-10,-5.823157611903646e-10
EX_leu_L(e),-0.0002125060874207498,-0.0002125060874207498
EX_lys_L(e),0.0003592967073245932,0.0003592967073245932
EX_malt(e),-7.965459555662261e-57,-7.965459555662261e-57
EX_man(e),0.0,0.0
EX_mantr(e),0.0,0.0
EX_met_D(e),0.0,0.0
EX_met_L(e),-5.07798117958295e-05,-5.07798117958295e-05
EX_metala(e),0.0,0.0
EX_metsox_R_L(e),0.0,0.0
EX_metsox_S_L(e),0.0,0.0
EX_mg2(e),6.327292589816832e-06,6.327292589816832e-06
EX_mn2(e),-2.6607746075457494e-08,-2.6607746075457494e-08
EX_na1(e),8.051326111655533e-35,8.051326111655533e-35
EX_nac(e),0.9999433330500748,0.9999433330500748
EX_nh4(e),5.017937391954248,5.017937391954248
EX_nmn(e),-1.0,-1.0
EX_o2(e),0.0,0.0
EX_orn(e),-5.635409997743075e-57,-5.635409997743075e-57
EX_pb(e),0.0,0.0
EX_phe_L(e),-0.00032519821635018897,-0.00032519821635018897
EX_pi(e),-1.504632769052528e-34,-1.504632769052528e-34
EX_pnto_R(e),-5.666694992517841e-05,-5.666694992517841e-05
EX_ppi(e),1.3480064664531592,1.3480064664531592
EX_pro_L(e),2.2464144391331443e-38,2.2464144391331443e-38
EX_ptrc(e),0.0,0.0
EX_pydx(e),-5.667166096183975e-05,-5.667166096183975e-05
EX_rib_D(e),1.2034494892103702,1.2034494892103702
EX_ribflv(e),0.8582506240988921,0.8582506240988921
EX_salcn(e),0.0,0.0
EX_ser_L(e),0.0001531630584937839,0.0001531630584937839
EX_so4(e),-4.130250088801996e-52,-4.130250088801996e-52
EX_spmd(e),0.0,0.0
EX_succ(e),0.22528702308396736,0.22528702308396736
EX_taur(e),0.0,0.0
EX_tchola(e),-4.892324037455696e-58,-4.892324037455696e-58
EX_tdchola(e),0.0,0.0
EX_thr_L(e),-0.225,-0.225
EX_tma(e),0.0,0.0
EX_tre(e),-0.07449289,-0.07449289
EX_trp_L(e),-0.00011985373902145885,-0.00011985373902145885
EX_tyr_L(e),2.312673510983089e-05,2.312673510983089e-05
EX_ura(e),0.0,0.0
EX_urea(e),0.0,0.0
EX_val_L(e),-0.00019238334479723904,-0.00019238334479723904
EX_xan(e),0.0,0.0
EX_xyl_D(e),0.0,0.0
EX_zn2(e),3.1836688354975372e-06,3.1836688354975372e-06
