,fluxes,C-fluxes
EX_12ppd_S(e),0.30449476000000003,0.91348428
EX_2omfuc(e),0.00053398,0.00373786
EX_2omxyl(e),0.00053398,0.00320388
EX_3ddlhept(e),0.00053398,0.00373786
EX_ac(e),9.220847117576346,18.441694235152692
EX_acerA(e),0.00026699,0.00160194
EX_adn(e),0.00024769080347876573,0.0024769080347876575
EX_apio-D(e),0.00080097,0.00400485
EX_dcyt(e),0.015784693678218744,0.1420622431039687
EX_for(e),8.071567194995197,8.071567194995197
EX_indole(e),0.07251965953666557,0.5801572762933246
EX_kdo(e),0.00053398,0.00427184
EX_meoh(e),0.00907565,0.00907565
EX_met_L(e),0.6918923302550782,3.459461651275391
EX_pac(e),0.9129438742070626,7.303550993656501
