,fluxes,reduced_costs
biomass_dilution,0.00817831880314471,-0.2695989834318647
protein_biomass_to_biomass,0.0033302139887089383,-4.6287707528207294e-35
mRNA_biomass_to_biomass,8.471933087121434e-06,-4.101712074630287e-35
tRNA_biomass_to_biomass,5.20409202748442e-05,0.0
rRNA_biomass_to_biomass,0.0003671639330168183,-4.1906199668902984e-35
ncRNA_biomass_to_biomass,0.0,0.0
tmRNA_biomass_to_biomass,0.0,0.0
DNA_biomass_to_biomass,0.00048508968821075587,0.0
lipid_biomass_to_biomass,0.0,0.0
constituent_biomass_to_biomass,0.0020609870048273957,0.0
prosthetic_group_biomass_to_biomass,1.1059663700593472e-06,0.0
peptidoglycan_biomass_to_biomass,0.0,0.0
DM_5DRIB,0.0,0.0
DM_atp_c_,0.0,-0.003920534578314994
DM_clpn180(c),0.0,-0.2385029689291423
DM_clpnai17(c),0.0,-0.5051049426838943
DM_clpni17(c),0.0,-0.47570200620697217
DM_dhptd(c),0.0,0.0
DM_kdo2lipid4L(c),0.0,-0.29812914411938274
EX_26dap_M(e),0.0,0.0
EX_2obut(e),-0.00462665891408808,0.0
EX_Lcyst(e),0.0,0.0
EX_ac(e),-0.009627669482210843,0.0
EX_ade(e),-0.0015394332516928556,0.0
EX_adocbl(e),-2.5324164173937594e-05,0.0
EX_ala_L(e),-1.0,-0.002449863788984309
EX_alaasp(e),0.0,-0.0014693881478217634
EX_alagln(e),0.0,-0.0004895960267346691
EX_alaglu(e),0.0,-0.0004895960267346691
EX_alagly(e),0.0,-0.0004896957952561344
EX_alahis(e),0.0,-0.0004895508205280505
EX_alaleu(e),0.0,-0.0004895960267346691
EX_alathr(e),0.0,-0.0004895960267346691
EX_alltn(e),0.0,0.0
EX_asn_L(e),-0.225,-0.0009796459346947312
EX_asp_L(e),-0.225,-0.0009797703031464758
EX_biomass(e),0.0,0.0
EX_butso3(e),0.0,0.0
EX_ca2(e),0.0,0.0
EX_cbl1(e),0.0,0.0
EX_cbl2(e),0.0,0.0
EX_cd2(e),0.0,-790946.7438332979
EX_cgly(e),-2.5324164173937594e-05,0.0
EX_chol(e),0.0,0.0
EX_cl(e),0.0,0.0
EX_co2(e),0.9243465408047943,0.0
EX_cobalt2(e),-2.5328086979229495e-05,0.0
EX_csn(e),0.0,0.0
EX_cu2(e),0.0,0.0
EX_cys_L(e),-0.000855794260049643,0.0
EX_cytd(e),0.011487252393853734,0.0
EX_dad_2(e),0.0006493923305327697,0.0
EX_ddca(e),-0.0011247707314790839,0.0
EX_dgsn(e),-0.0006493923305327697,0.0
EX_ethso3(e),0.0,0.0
EX_fe2(e),-6.686076136407164e-12,0.0
EX_fe3(e),0.0,0.0
EX_fol(e),-7.597249252181279e-05,0.0
EX_for(e),-0.30676323199006067,0.0
EX_fum(e),-1.0,-0.0009798907929590495
EX_gln_L(e),-0.0030351870359540804,2.5819845292107806e-35
EX_glu_L(e),-0.0026151069733156254,0.0
EX_gly(e),-0.0014702311314908362,0.0
EX_glyasn(e),6.769272113290163e-23,2.1629329542834826e-34
EX_glyasp(e),6.769272113290163e-23,2.511935017415326e-34
EX_glyc(e),0.00026124821584765464,0.0
EX_glycys(e),0.0,0.0
EX_glygln(e),0.0,0.0
EX_glyglu(e),0.0,0.0
EX_glyleu(e),0.0,-0.000980248797894181
EX_glymet(e),0.0,-0.0009802034331809395
EX_glyphe(e),6.36705036834737e-23,0.0
EX_glypro(e),6.405140470133245e-23,0.0
