,nonIBD,IBD
Bacteroides_vulgatus_ATCC_8482,93.80490702697138,17.968731183205467
Faecalibacterium_cf_prausnitzii_KLE1255,84.4065060782801,10.644943299387293
Bacteroides_sp_3_1_40A,68.4030910920291,14.843390599246744
Bacteroides_sp_4_3_47FAA,65.58430546067187,14.770892369639023
Prevotella_copri_CB7_DSM_18205,33.181741375931445,27.439434247729967
Bacteroides_sp_3_2_5,24.133050364985387,1.3906960951598968
Eubacterium_rectale_ATCC_33656,23.31406729848807,8.482016262738924
Bacteroides_sp_4_1_36,22.029224167045108,10.015828225631394
Bacteroides_sp_D20,21.910485451130764,7.4117871224714245
Bacteroides_uniformis_ATCC_8492,19.206695234135644,9.263176022476081
Bacteroides_sp_9_1_42FAA,12.348227632669193,10.060237914804619
Bacteroides_fragilis_638R,11.142541801179071,1.1026604733221004
Faecalibacterium_prausnitzii_M21_2,10.000249398977338,9.012391223759732
Bacteroides_dorei_DSM_17855,9.574028006356402,11.669403841782339
Bacteroides_fragilis_NCTC_9343,9.361023345238111,1.3188298345607075
Bacteroides_sp_3_1_33FAA,9.102449822591723,9.512617122199657
Bacteroides_fragilis_YCH46,8.70352173960582,1.2035782776933317
Bacteroides_stercoris_ATCC_43183,7.272222710793974,4.919225472305363
Dialister_invisus_DSM_15470,5.5983658128269695,4.037596677286534
Sutterella_wadsworthensis_3_1_45B,5.487453355964427,0.1199791434076423
Bacteroides_caccae_ATCC_43185,4.9427339510397665,3.418688350683003
Bacteroides_eggerthii_1_2_48FAA,4.581838808021074,1.4449834023501273
Bacteroides_coprocola_M16_DSM_17136,4.562243965687202,0.9207711821033296
Roseburia_intestinalis_L1_82,4.08911303936607,69.47870969447833
Clostridium_bolteae_ATCC_BAA_613,4.041817970291512,2.041901655209075
Bacteroides_plebeius_M12_DSM_17135,3.8114005601562853,1.454823963269004
Burkholderiales_bacterium_1_1_47,3.3853017392368656,0.3541199007915364
Alistipes_onderdonkii_DSM_19147,3.2350917808176196,1.0696035395371952
Ruminococcus_sp_5_1_39BFAA,3.102630734685185,5.156461625480615
Bacteroides_sp_1_1_30,2.922123859955879,1.7625245100060887
Bacteroides_sp_1_1_6,2.8010679772370795,1.8543449564934873
