,fluxes,C-fluxes
EX_12ppd_S(e),0.30370576,0.91111728
EX_2omfuc(e),0.00053398,0.00373786
EX_2omxyl(e),0.00053398,0.00320388
EX_3ddlhept(e),0.00053398,0.00373786
EX_4abut(e),0.18,0.72
EX_ac(e),12.770410293434825,25.54082058686965
EX_acerA(e),0.00026699,0.00160194
EX_apio-D(e),0.0008009699999999999,0.00400485
EX_cys_L(e),0.9800852819247654,2.9402558457742964
EX_dad_2(e),0.026048078532650093,0.26048078532650093
EX_for(e),12.099616477560836,12.099616477560836
EX_gcald(e),0.0021501267186018903,0.0043002534372037805
EX_indole(e),0.07216677467218335,0.5773341973774668
EX_kdo(e),0.00053398,0.00427184
EX_meoh(e),0.00907565,0.00907565
EX_pac(e),0.9464055523199089,7.571244418559271
EX_ppa(e),4.717124173301115,14.151372519903344
EX_ptrc(e),0.09293216879281287,0.37172867517125147
