,maximum,minimum
EX_12ppd_S(e),0.14898579,0.14893308605897168
EX_26dap_M(e),-0.9998554855209266,-1.0
EX_4abz(e),0.0,-3.8910235768009857e-23
EX_4hbz(e),-5.937303898730608e-57,-3.175545610522783e-23
EX_Lcyst(e),0.0,0.0
EX_ac(e),14.056262018296296,14.055575124276011
EX_acald(e),3.848486763472867e-05,0.0
EX_acgam(e),-0.999981905993028,-1.0
EX_ala_D(e),-0.9999586837005974,-1.0
EX_ala_L(e),-0.9999586945201591,-1.0
EX_alaasp(e),2.4448809186249014e-23,0.0
EX_alagln(e),2.4132674763859907e-23,0.0
EX_alaglu(e),2.4384904620529676e-23,0.0
EX_alagly(e),2.2972457697092896e-23,0.0
EX_alahis(e),2.2526006463262014e-23,0.0
EX_alaleu(e),2.4411202831951522e-23,0.0
EX_alathr(e),2.4284091490843246e-23,0.0
EX_alltn(e),0.0,0.0
EX_amp(e),-0.999986225844663,-1.0
EX_arab_D(e),-0.9999353690714035,-1.0
EX_arab_L(e),-0.1787553964498385,-0.17878295
EX_arabttr(e),2.039604362967256e-23,0.0
EX_arbt(e),-2.725316731658423e-57,-2.725316731658423e-57
EX_arg_L(e),-0.14998843947975588,-0.15
EX_arsenb(e),0.0,0.0
EX_asn_L(e),-0.22496596200266833,-0.225
EX_aso3(e),0.0,0.0
EX_aso4(e),0.0,0.0
EX_asp_L(e),-0.22496789961663552,-0.225
EX_biomass(e),0.0,0.0
EX_btn(e),-2.2189272472273814e-36,-2.2080634273747e-24
EX_butso3(e),0.0,0.0
EX_ca2(e),-7.985991822282716e-31,-4.459633028633807e-06
EX_cd2(e),4.155894448783304e-30,0.0
EX_cellb(e),-0.07447943306181418,-0.07449289
EX_cgly(e),-0.9998829520314315,-1.0
EX_cit(e),-0.003177435592107242,-0.003221385627863036
EX_cl(e),0.0,0.0
EX_co2(e),5.210221317215311,5.156395838177539
EX_cobalt2(e),-0.0011692453095958994,-0.0011704361744666885
EX_csn(e),0.0,0.0
EX_ctbt(e),0.0,0.0
EX_cu2(e),0.0,0.0
EX_cys_L(e),-0.9999586591485659,-1.0
EX_dcyt(e),-0.05503296778308232,-0.0550467328766233
EX_drib(e),-0.17874154664039751,-0.17878295
EX_ethso3(e),0.0,0.0
EX_fe2(e),-6.624161777680259e-43,-7.035875767104432e-06
EX_fe3(e),-0.001588717796053621,-0.001610692813931518
EX_fol(e),-0.003507735928787698,-0.003507735928787698
EX_for(e),9.90660052222466,9.852550383678217
EX_fru(e),-0.1489665257922779,-0.14898579
EX_gal(e),-0.14895946711780853,-0.14898579
EX_galt(e),0.0,0.0
EX_gam(e),-0.9999800411674676,-1.0
EX_gbbtn(e),0.0,0.0
EX_gcald(e),3.605859822124536e-05,0.0
EX_glc_D(e),-0.14896651244465606,-0.14898579
EX_gln_L(e),-0.17996594457091547,-0.18
EX_glu_L(e),-0.17996788056597704,-0.18
EX_gly(e),0.9023280880176926,0.9019012656609474
EX_glyasn(e),2.2733852158220186e-23,0.0
EX_glyasp(e),2.3101962156310052e-23,0.0
EX_glyb(e),0.0,0.0
EX_glyc(e),-1.7996163712511122,-1.79965486
EX_glyc3p(e),-0.9999678743165579,-1.0
EX_glycys(e),1.0378626213288303e-24,0.0
EX_glygln(e),2.2785827733920946e-23,0.0
EX_glyglu(e),2.2776952774122615e-23,0.0
EX_glyleu(e),0.0,0.0
EX_glymet(e),2.2556544566117295e-23,0.0
EX_glyphe(e),0.0,0.0
EX_glypro(e),2.3052729274360893e-23,0.0
EX_glytyr(e),0.0,0.0
EX_gthrd(e),-0.0011692453095958994,-0.0011692453095958994
EX_gua(e),-6.230694428883709e-36,-0.05295866652992832
EX_h(e),24.40699474999354,24.29989587293288
EX_h2o(e),-9.999431231347199,-10.0
EX_h2s(e),1.9849911116963321,1.9848411921088898
EX_hexs(e),0.0,0.0
EX_hg2(e),0.0,0.0
EX_his_L(e),-0.06699313679474579,-0.06707670044813198
EX_hxan(e),0.960865820519529,0.9078980165172222
EX_ile_L(e),-0.14996384608068697,-0.15
EX_inost(e),5.135765148359754e-24,0.0
EX_isetac(e),0.0,0.0
EX_isocapr(e),8.610952378605216e-06,0.0
EX_isoval(e),4.305476189302608e-06,-7.605828160258434e-40
EX_k(e),-2.2770158502059625e-07,-8.581458243972885e-07
EX_lac_D(e),3.8469101951180456e-05,0.0
EX_lac_L(e),3.846478560045736e-05,0.0
EX_lcts(e),-0.07447942450644704,-0.07449289
EX_leu_L(e),-0.1499868816313491,-0.15
EX_lys_L(e),0.9101685979538258,0.9099407959200781
EX_malt(e),-0.07448308979390866,-0.07449289
EX_malthx(e),2.0848567183992598e-23,0.0
EX_malttr(e),2.2909971601286873e-23,0.0
EX_man(e),-0.14896651185279772,-0.14898579
EX_melib(e),-0.07448237321129397,-0.07449289
EX_met_D(e),0.0,0.0
EX_met_L(e),0.0,-0.000573440629569508
EX_metala(e),2.1226203601564886e-23,0.0
EX_metsox_R_L(e),0.0,0.0
EX_metsox_S_L(e),-0.051365246026493255,-0.05196429948943802
EX_mg2(e),-0.0037363571853205463,-0.0037432982541057806
EX_mn2(e),-4.487144137681784e-07,-6.028818221184884e-06
EX_mnl(e),-0.14896651563608615,-0.14898579
EX_mops(e),0.0,0.0
EX_mqn7(e),-0.002338490619191799,-0.002338490619191799
EX_mso3(e),0.0,0.0
EX_na1(e),2.2861507411744624e-37,-2.2598645123035625e-09
EX_nac(e),-0.001159630544569849,-0.0011697520482683486
EX_nh4(e),9.604636074392047,9.551205428496724
EX_no3(e),-0.999966107267887,-1.0
EX_o2(e),3.252618425409496e-24,0.0
EX_ocdca(e),-0.03216569443401207,-0.032165840805237975
EX_pb(e),0.0,0.0
EX_phe_L(e),0.9145140468941355,0.9138900604044085
EX_pheme(e),-0.0011692453095958994,-0.0011692453095958994
EX_pi(e),1.699785806617717,1.699695083107083
EX_ppa(e),11.418990890007665,11.418322938353034
EX_ppi(e),3.8472371127141145e-05,0.0
EX_pro_L(e),-0.17996378797167403,-0.18
EX_pydam(e),0.0,-1.6519536118977678e-23
EX_pydx(e),-0.001154666767184113,-0.0011702040074777602
EX_pydxn(e),0.0,-1.6519536118977678e-23
EX_rib_D(e),-0.1787182866239112,-0.17878295
EX_rmn(e),-0.14893308605897168,-0.14898579
EX_salcn(e),5.2771977036162136e-24,0.0
EX_sbt_D(e),0.0,0.0
EX_ser_D(e),0.0,0.0
EX_ser_L(e),-0.9999614824948144,-1.0
EX_sheme(e),-0.0011692453095958994,-0.0011692453095958994
EX_so4(e),-1.8814163537375092e-57,-4.775763082530877e-24
EX_spmd(e),-0.0011692453095958994,-0.0011692453095958994
EX_strch1(e),-0.25733728191360367,-0.25733909
EX_strch2(e),6.572455041560408e-06,0.0
EX_succ(e),0.00014472945057345362,0.0
EX_sucr(e),-0.07448308882506063,-0.07449289
EX_sulfac(e),0.0,0.0
EX_taur(e),0.0,0.0
EX_thm(e),-0.0011694150663323518,-0.0011695543048656156
EX_thr_L(e),-0.22496150569924628,-0.225
EX_tre(e),-0.07448308876313747,-0.07449289
EX_trp_L(e),-0.033118450487720726,-0.033187605431341485
EX_ttdca(e),-0.0566655460206333,-0.056665926716821816
EX_tym(e),0.0,0.0
EX_tyr_L(e),-0.9994179534229984,-1.0
EX_ura(e),-0.04342484237163232,-0.04349772676466435
EX_val_L(e),-0.17997936563839295,-0.18
EX_xyl_D(e),-0.17876431525025313,-0.17878295
EX_zn2(e),-1.3411311668690727e-06,-3.4773864596010165e-06
12PPDt_REV_CPLX_dummy,0.26984981937134594,0.14893308605897168
12PPDt_FWD_CPLX_dummy,0.12086402937134592,0.0
1P4H2CBXLAH_REV_g.25121.CDS.2342-MONOMER,0.07890535404932718,0.0
1P4H2CBXLAH_FWD_g.25121.CDS.2342-MONOMER,0.07890535404932718,0.0
23DHMPO_REV_g.25121.CDS.2833-MONOMER_mod_mg2(1),0.22560001345829814,0.0
23DHMPO_FWD_g.25121.CDS.2833-MONOMER_mod_mg2(1),0.22483833297432806,0.0
26DAPt2r_REV_CPLX_dummy,0.12086402937134592,0.0
26DAPt2r_FWD_CPLX_dummy,1.1208640293713459,0.9998554855209266
2AHBUTI_REV_g.25121.CDS.2833-MONOMER_mod_mg2(1),0.22483833297432806,0.0
2AHBUTI_FWD_g.25121.CDS.2833-MONOMER_mod_mg2(1),0.22560001345829814,0.0
2DHPL_REV_g.25121.CDS.2386-MONOMER,0.09705066859596816,0.0
2DHPL_FWD_g.25121.CDS.2386-MONOMER,0.09705066859596816,1.0563870993855894e-35
2HBO_REV_g.25121.CDS.641-MONOMER,0.09615993702683116,0.0
2HBO_FWD_g.25121.CDS.641-MONOMER,0.09615993702683116,0.0
2HBO_REV_g.25121.CDS.997-MONOMER,0.07897730173495746,0.0
2HBO_FWD_g.25121.CDS.997-MONOMER,0.07897730173495746,0.0
2HMCOXT_REV_g.25121.CDS.2516-MONOMER,0.3345106599929878,0.0
2HMCOXT_FWD_g.25121.CDS.2516-MONOMER,0.3345106599929878,0.0
2INSD_REV_g.25121.CDS.3167-MONOMER,0.0,0.0
2INSD_FWD_g.25121.CDS.3167-MONOMER,0.0,0.0
2INSD_REV_g.25121.CDS.3345-MONOMER,0.0,0.0
2INSD_FWD_g.25121.CDS.3345-MONOMER,-3.19737656829595e-57,0.0
2MBCOATA_REV_g.25121.CDS.1863-MONOMER,0.08410059571878463,0.0
2MBCOATA_FWD_g.25121.CDS.1863-MONOMER,0.11626626420017236,0.03216566848138772
2MEBCOADH_REV_g.25121.CDS.1066-MONOMER,0.06751138119691627,0.0
2MEBCOADH_FWD_g.25121.CDS.1066-MONOMER,0.099677049678304,0.03216566848138772
34DHOXPEGOX_REV_g.25121.CDS.622-MONOMER,0.1830464749748334,0.0
34DHOXPEGOX_FWD_g.25121.CDS.622-MONOMER,0.1830464749748334,0.0
34DHOXPEGOX_REV_g.25121.CDS.72-MONOMER,0.14473014462967684,0.0
34DHOXPEGOX_FWD_g.25121.CDS.72-MONOMER,0.14473014462967684,0.0
34DHOXPEGOX_REV_g.25121.CDS.3041-MONOMER_mod_zn2(1),0.11325182839751821,0.0
34DHOXPEGOX_FWD_g.25121.CDS.3041-MONOMER_mod_zn2(1),0.11325182839751821,0.0
34DHOXPEGOX_REV_g.25121.CDS.541-MONOMER,0.16368298757811806,0.0
34DHOXPEGOX_FWD_g.25121.CDS.541-MONOMER,0.16368298757811806,0.0
34DHOXPEGOX_REV_g.25121.CDS.488-MONOMER,0.1014852999517528,0.0
34DHOXPEGOX_FWD_g.25121.CDS.488-MONOMER,0.1014852999517528,0.0
34DHOXPEGOX_REV_g.25121.CDS.286-MONOMER,0.13382873198257536,0.0
34DHOXPEGOX_FWD_g.25121.CDS.286-MONOMER,0.13382873198257536,0.0
34DHOXPEGOX_REV_g.25121.CDS.1521-MONOMER,0.13420796665787227,0.0
34DHOXPEGOX_FWD_g.25121.CDS.1521-MONOMER,0.13420796665787227,0.0
34DHOXPEGOX_REV_g.25121.CDS.3019-MONOMER,0.13950898671573705,0.0
34DHOXPEGOX_FWD_g.25121.CDS.3019-MONOMER,0.13950898671573705,0.0
3CARLPDH_REV_g.25121.CDS.1886-MONOMER,0.11734730773341492,0.0
3CARLPDH_FWD_g.25121.CDS.1886-MONOMER,0.11734730773341492,0.0
3HAD10M12_REV_CPLX_dummy,0.0,0.0
3HAD10M12_FWD_CPLX_dummy,0.03216566848138772,0.03216566848138772
3HAD11M12_REV_CPLX_dummy,0.0,0.0
3HAD11M12_FWD_CPLX_dummy,0.03216566848138772,0.03216566848138772
3HAD12M14_REV_CPLX_dummy,0.0,0.0
3HAD12M14_FWD_CPLX_dummy,0.03216566848138772,0.03216566848138772
3HAD13M14_REV_CPLX_dummy,0.0,0.0
3HAD13M14_FWD_CPLX_dummy,0.03216566848138772,0.03216566848138772
3HAD14M16_REV_CPLX_dummy,0.0,0.0
3HAD14M16_FWD_CPLX_dummy,0.03216566848138772,0.03216566848138772
3HAD15M16_REV_CPLX_dummy,0.0,0.0
3HAD15M16_FWD_CPLX_dummy,0.03216566848138772,0.03216566848138772
3HAD4M6_REV_CPLX_dummy,0.0,0.0
3HAD4M6_FWD_CPLX_dummy,0.03216566848138772,0.03216566848138772
3HAD5M6_REV_CPLX_dummy,0.0,0.0
3HAD5M6_FWD_CPLX_dummy,0.03216566848138772,0.03216566848138772
3HAD6M8_REV_CPLX_dummy,0.0,0.0
3HAD6M8_FWD_CPLX_dummy,0.03216566848138772,0.03216566848138772
3HAD7M8_REV_CPLX_dummy,0.0,0.0
3HAD7M8_FWD_CPLX_dummy,0.03216566848138772,0.03216566848138772
3HAD8M10_REV_CPLX_dummy,0.0,0.0
3HAD8M10_FWD_CPLX_dummy,0.03216566848138772,0.03216566848138772
3HAD9M10_REV_CPLX_dummy,0.0,0.0
3HAD9M10_FWD_CPLX_dummy,0.03216566848138772,0.03216566848138772
3HBCOAHL_REV_g.25121.CDS.2799-MONOMER,0.0,0.0
3HBCOAHL_FWD_g.25121.CDS.2799-MONOMER,0.0,0.0
3HPCOAHYD_REV_g.25121.CDS.2799-MONOMER,0.0,0.0
3HPCOAHYD_FWD_g.25121.CDS.2799-MONOMER,0.0,0.0
3MEBCOADH_REV_g.25121.CDS.1066-MONOMER,0.099677049678304,0.03216566848138772
3MEBCOADH_FWD_g.25121.CDS.1066-MONOMER,0.06751138119691627,0.0
3MOBS_REV_1171373.8.peg.1429-MONOMER,0.24948532538691828,0.04167102755490256
3MOBS_FWD_1171373.8.peg.1429-MONOMER,0.20773339630102852,0.0
3OAR100_REV_g.25121.CDS.2664-MONOMER,1.0027978631451489e-17,0.0
3OAR100_FWD_g.25121.CDS.2664-MONOMER,3.5407132630882964e-23,0.0
3OAR100_REV_g.25121.CDS.2423-MONOMER,3.5407132630882964e-23,0.0
3OAR100_FWD_g.25121.CDS.2423-MONOMER,3.5407132630882964e-23,0.0
3OAR100_REV_g.25121.CDS.2724-MONOMER,3.5407132630882964e-23,0.0
3OAR100_FWD_g.25121.CDS.2724-MONOMER,3.5407132630882964e-23,0.0
3OAR100_REV_g.25121.CDS.505-MONOMER,-3.190422801655991e-21,0.0
3OAR100_FWD_g.25121.CDS.505-MONOMER,-4.4862877087203295e-21,0.0
3OAR10M11_REV_g.25121.CDS.2664-MONOMER,0.10205720856987412,0.0
3OAR10M11_FWD_g.25121.CDS.2664-MONOMER,0.10205720856987412,0.0
3OAR10M11_REV_g.25121.CDS.2423-MONOMER,0.08663727574885698,0.0
3OAR10M11_FWD_g.25121.CDS.2423-MONOMER,0.08663727574885698,0.0
3OAR10M11_REV_g.25121.CDS.2724-MONOMER,0.1231634093744282,0.0
3OAR10M11_FWD_g.25121.CDS.2724-MONOMER,0.1231634093744282,0.0
3OAR10M11_REV_g.25121.CDS.505-MONOMER,0.1131287222849162,0.0
3OAR10M11_FWD_g.25121.CDS.505-MONOMER,0.1131287222849162,0.0
3OAR10M12_REV_g.25121.CDS.2664-MONOMER,0.10205720856987412,0.0
3OAR10M12_FWD_g.25121.CDS.2664-MONOMER,0.12871072809867007,0.0
3OAR10M12_REV_g.25121.CDS.2423-MONOMER,0.08663727574885698,0.0
3OAR10M12_FWD_g.25121.CDS.2423-MONOMER,0.10926368649879277,0.0
3OAR10M12_REV_g.25121.CDS.2724-MONOMER,0.1231634093744282,0.0
3OAR10M12_FWD_g.25121.CDS.2724-MONOMER,0.15532907785581593,0.0
3OAR10M12_REV_g.25121.CDS.505-MONOMER,0.1131287222849162,0.0
3OAR10M12_FWD_g.25121.CDS.505-MONOMER,0.14267370642608365,0.0
3OAR11M12_REV_g.25121.CDS.2664-MONOMER,0.10205720856987412,0.0
3OAR11M12_FWD_g.25121.CDS.2664-MONOMER,0.12871072809867007,0.0
3OAR11M12_REV_g.25121.CDS.2423-MONOMER,0.08663727574885698,0.0
3OAR11M12_FWD_g.25121.CDS.2423-MONOMER,0.10926368649879277,0.0
3OAR11M12_REV_g.25121.CDS.2724-MONOMER,0.1231634093744282,0.0
3OAR11M12_FWD_g.25121.CDS.2724-MONOMER,0.15532907785581593,0.0
3OAR11M12_REV_g.25121.CDS.505-MONOMER,0.1131287222849162,0.0
3OAR11M12_FWD_g.25121.CDS.505-MONOMER,0.14267370642608365,0.0
3OAR120_REV_g.25121.CDS.2664-MONOMER,1.0027978631451489e-17,0.0
3OAR120_FWD_g.25121.CDS.2664-MONOMER,3.5407132630882964e-23,0.0
3OAR120_REV_g.25121.CDS.2423-MONOMER,3.7731623602525946e-21,0.0
3OAR120_FWD_g.25121.CDS.2423-MONOMER,1.1678527440564042e-21,0.0
3OAR120_REV_g.25121.CDS.2724-MONOMER,1.0998329283380745e-20,0.0
3OAR120_FWD_g.25121.CDS.2724-MONOMER,1.8197663252309257e-20,0.0
3OAR120_REV_g.25121.CDS.505-MONOMER,1.0830934969924156e-20,0.0
3OAR120_FWD_g.25121.CDS.505-MONOMER,2.9024432356581113e-20,0.0
3OAR12M13_REV_g.25121.CDS.2664-MONOMER,0.10205720856987412,0.0
3OAR12M13_FWD_g.25121.CDS.2664-MONOMER,0.10205720856987412,0.0
3OAR12M13_REV_g.25121.CDS.2423-MONOMER,0.08663727574885698,0.0
3OAR12M13_FWD_g.25121.CDS.2423-MONOMER,0.08663727574885698,0.0
3OAR12M13_REV_g.25121.CDS.2724-MONOMER,0.1231634093744282,0.0
3OAR12M13_FWD_g.25121.CDS.2724-MONOMER,0.1231634093744282,0.0
