,maximum,minimum
EX_12ppd_S(e),0.8311501962931425,0.20063163001188578
EX_13ppd(e),1.8969948099880811,1.2664762437066766
EX_15dap(e),0.05076950473621285,0.0
EX_2ddglcn(e),1.1794462105672676e-23,0.0
EX_2hyoxplac(e),7.552527338339202e-23,0.0
EX_34dhpha(e),2.22926246661025e-24,0.0
EX_3hphac(e),1.1050052663688705e-23,0.0
EX_3hpppn(e),0.0,0.0
EX_4hbz(e),7.09150255529607e-06,0.0
EX_4hoxpacd(e),2.22926246661025e-24,0.0
EX_5mta(e),9.297176138177712e-06,0.0
EX_Lcyst(e),0.0,0.0
EX_ac(e),16.63173143693332,16.454053512719728
EX_acald(e),4.502151342874557e-05,0.0
EX_acgam(e),-0.9999092796419932,-1.0
EX_actn_R(e),2.2497983871049236e-05,0.0
EX_adn(e),1.9576244602275212,1.957437774537426
EX_adocbl(e),-0.9998636150995546,-1.0
EX_akg(e),1.7963558697008607e-05,0.0
EX_ala_D(e),-0.5169647004366479,-0.8984734136394886
EX_ala_L(e),-0.7608346291116056,-1.0
EX_alaasp(e),2.7427988352323184e-23,0.0
EX_alagln(e),0.0,0.0
EX_alaglu(e),0.0,0.0
EX_alagly(e),0.0,0.0
EX_alahis(e),0.0,0.0
EX_alaleu(e),2.7460865430965955e-23,0.0
EX_alathr(e),0.0,0.0
EX_alltn(e),-1.2323257200967309e-57,-1.2323257200967309e-57
EX_arab_L(e),-6.046060356797945e-57,-0.00013258310966492124
EX_arbt(e),5.89405823195503e-24,0.0
EX_arg_L(e),-0.1288991679202185,-0.12896796864796356
EX_asn_L(e),-0.22497005567418812,-0.225
EX_aso3(e),0.0,0.0
EX_aso4(e),0.0,0.0
EX_asp_L(e),-0.2249775266518009,-0.225
EX_bhb(e),8.279810331804189e-23,0.0
EX_biomass(e),0.0,0.0
EX_btd_RR(e),2.2508292169718102e-05,0.0
EX_btn(e),3.7922291796801536e-24,-2.2472507034833574e-05
EX_butso3(e),0.0,-6.739709151276504e-24
EX_ca2(e),-5.629123540401034e-28,-4.8430148491027375e-06
EX_cbl1(e),0.0,-2.247033239976065e-05
EX_cbl2(e),0.0,0.0
EX_cd2(e),4.568941904428613e-30,0.0
EX_cellb(e),-0.0744838816008755,-0.07449289
EX_cgly(e),4.014611589520451e-24,-2.249561831234787e-05
EX_chol(e),0.0,-2.9938956262533866e-05
EX_cit(e),-0.9999925061124678,-1.0
EX_cl(e),-9.027401491986197e-29,-9.027401491986197e-29
EX_co2(e),3.0732626281897337,1.872386154151008
EX_cobalt2(e),-0.002409158201042596,-0.002409158201042596
EX_csn(e),0.0,0.0
EX_cu2(e),1.1535869012652007e-29,1.1535869012652007e-29
EX_cys_L(e),-1.0,-1.0
EX_cytd(e),0.0,0.0
EX_dad_2(e),-1.0,-1.0
EX_dcyt(e),0.0,0.0
EX_ddca(e),0.0,0.0
EX_dgsn(e),-1.0,-1.0
EX_dhcinnm(e),0.0,0.0
EX_dhpppn(e),0.0,0.0
EX_diact(e),0.0,0.0
EX_din(e),0.0,0.0
EX_dms(e),0.0,0.0
EX_dmso(e),0.0,0.0
EX_drib(e),-7.928897766638147e-37,-7.928897766638147e-37
EX_duri(e),0.0,0.0
EX_etha(e),0.0,0.0
EX_ethso3(e),0.0,0.0
EX_etoh(e),0.0,0.0
EX_fe2(e),-3.541287462155656e-07,-3.541287462155656e-07
EX_fe3(e),-3.609737014039479e-29,-3.609737014039479e-29
EX_fecrm(e),0.0,0.0
EX_for(e),10.869139433334235,10.869139433334235
EX_fru(e),-0.14898579,-0.14898579
EX_fuc1p_L(e),0.0,0.0
EX_fuc_L(e),-0.14898579,-0.14898579
EX_fum(e),-1.0,-1.0
EX_g6p(e),0.0,0.0
EX_gal(e),-0.14898579,-0.14898579
EX_galct_D(e),0.0,0.0
EX_galctn_D(e),0.0,0.0
EX_galt(e),-3.2282127884671085e-57,-3.2282127884671085e-57
EX_galur(e),0.0,0.0
EX_gcald(e),0.6184890166238022,0.6184890166238022
EX_glc_D(e),-0.14898579,-0.14898579
EX_glcn(e),-0.14898579,-0.14898579
EX_glcr(e),0.0,0.0
EX_glcur(e),0.0,0.0
EX_gln_L(e),-1.6438014814366072e-35,-1.6438014814366072e-35
EX_glu_L(e),-0.18,-0.18
EX_gly(e),0.09366931401728298,0.09366931401728298
EX_glyasn(e),0.0,0.0
EX_glyasp(e),0.0,0.0
EX_glyb(e),0.0,0.0
EX_glyc(e),-1.79965486,-1.79965486
EX_glyc3p(e),-1.0,-1.0
EX_glycys(e),9.34292417140079e-26,9.34292417140079e-26
EX_glygln(e),0.0,0.0
EX_glyglu(e),0.0,0.0
EX_glyleu(e),0.0,0.0
EX_glymet(e),0.0,0.0
EX_glyphe(e),0.0,0.0
EX_glypro(e),0.0,0.0
EX_glytyr(e),0.0,0.0
EX_gsn(e),0.9600320820525203,0.9600320820525203
EX_h(e),14.242567240634411,14.242567240634411
EX_h2(e),-1.0,-1.0
EX_h2o(e),-10.0,-10.0
EX_h2s(e),0.9054185721308695,0.9054185721308695
EX_hdca(e),0.0,0.0
EX_hexs(e),0.0,0.0
EX_hg2(e),0.0,0.0
EX_his_L(e),-0.049787056451173484,-0.049787056451173484
EX_ile_L(e),-0.11837707264554106,-0.11837707264554106
EX_ins(e),0.0,0.0
EX_isetac(e),-8.762857940471713e-42,-8.762857940471713e-42
EX_k(e),-1.1902764052933577e-07,-1.1902764052933577e-07
EX_kesto(e),0.0,0.0
EX_kestopt(e),-0.00282117,-0.00282117
EX_kestottr(e),0.0,0.0
EX_lac_D(e),0.0,0.0
EX_lac_L(e),0.0,0.0
EX_lcts(e),-0.07449289,-0.07449289
EX_leu_L(e),-0.15,-0.15
EX_lys_L(e),-0.0843301579339991,-0.0843301579339991
EX_mal_L(e),0.0,0.0
