,fluxes,reduced_costs
biomass_dilution,0.0045154275541488135,0.014987117199781205
protein_biomass_to_biomass,0.0018342034381465366,-5.5187146335530095e-36
mRNA_biomass_to_biomass,4.677215108616152e-06,0.0
tRNA_biomass_to_biomass,2.8577439446162582e-05,0.0
rRNA_biomass_to_biomass,0.00020986580630701795,2.6008884242339374e-36
ncRNA_biomass_to_biomass,0.0,0.0
tmRNA_biomass_to_biomass,0.0,0.0
DNA_biomass_to_biomass,0.00026782856904494697,0.0
lipid_biomass_to_biomass,0.0,0.0
constituent_biomass_to_biomass,0.0011379157176853807,0.0
prosthetic_group_biomass_to_biomass,6.199344527255459e-07,0.0
peptidoglycan_biomass_to_biomass,0.0,0.0
DM_4HBA,0.0,-1.9351064425561104e-06
DM_5DRIB,0.0,-9.715661696528584e-07
DM_5MTR,1.39820214214218e-05,0.0
DM_GCALD,4.19460642642654e-05,0.0
DM_atp_c_,0.0,-2.1442991503738558e-07
DM_clpn180(c),0.0,-1.4893626179738086e-05
DM_clpnai17(c),0.0,-2.3521050517328267e-05
DM_clpni17(c),0.0,-2.3479090122387983e-05
DM_dad_5,0.0,-3.0475840085401803e-06
DM_dhptd(c),1.553192437924562e-05,0.0
DM_kdo2lipid4L(c),0.0,-1.1605343638332758e-05
EX_Cit_Mg(e),0.0,0.0
EX_ac(e),-0.006334309816047038,0.0
EX_akg(e),-3.244081547028558e-43,-5.577030680168863e-31
EX_ala_L(e),-0.0027950509697253576,0.0
EX_alaasp(e),0.0,0.0
EX_alagln(e),0.0,0.0
EX_alaglu(e),0.0,0.0
EX_alagly(e),0.0,-1.0047579975497864e-31
EX_alahis(e),0.0,0.0
EX_alaleu(e),0.0,-1.687763155559811e-08
EX_alathr(e),0.0,0.0
EX_arg_L(e),-0.0106670306925442,0.0
EX_asn_L(e),-9.837122845221533e-28,0.0
EX_aso3(e),0.0,0.0
EX_aso4(e),0.0,0.0
EX_asp_L(e),-1.2473290554494958e-31,0.0
EX_biomass(e),0.0,0.0
EX_ca2(e),0.0,0.0
