,fluxes,reduced_costs
biomass_dilution,0.0016921299020788432,0.023114633427919133
protein_biomass_to_biomass,0.0006286566140551738,9.450859664344795e-36
mRNA_biomass_to_biomass,1.6020202963404778e-06,0.0
tRNA_biomass_to_biomass,9.492590607533279e-06,0.0
rRNA_biomass_to_biomass,7.046655658084134e-05,-2.5477776639789035e-36
ncRNA_biomass_to_biomass,0.0,0.0
tmRNA_biomass_to_biomass,0.0,0.0
DNA_biomass_to_biomass,0.00010036718042693545,0.0
lipid_biomass_to_biomass,0.0,0.0
constituent_biomass_to_biomass,0.0005274351565546762,0.0
prosthetic_group_biomass_to_biomass,4.904381513074901e-07,2.2365074563536587e-36
peptidoglycan_biomass_to_biomass,0.0,0.0
DM_5MTR,1.343500378353539e-05,0.0
DM_HQN,0.0,-0.018794479520173622
DM_atp_c_,0.0,-1.5652072888610933e-07
DM_btn,0.0,0.0
DM_clpn180(c),0.00612467970338727,0.0
DM_clpnai17(c),0.0,-0.1005810906579834
DM_clpni17(c),0.0,-0.1005810906579834
DM_dad_5,2.687000756707078e-05,0.0
DM_dhptd(c),4.112393748793725e-05,0.0
EX_12dgr180(e),-1.2224623264578394e-05,0.0
EX_12ppd_S(e),0.0284735600434475,0.0
EX_4abut(e),0.0,0.0
EX_C02528(e),0.0,0.0
EX_ac(e),0.0006596017365055592,0.0
EX_acald(e),0.0,-1.8620005529329972e-08
EX_acgam(e),0.0,0.0
EX_actn_R(e),0.0031718542039699794,0.0
EX_adocbl(e),-1.343500378353539e-05,0.0
EX_ala_D(e),0.0,0.0
EX_ala_L(e),-0.0005702926590223961,0.0
EX_alaasp(e),0.0,0.0
EX_alagln(e),0.0,0.0
EX_alaglu(e),0.0,0.0
EX_alagly(e),0.0,-1.4462648735716596e-08
EX_alahis(e),0.0,0.0
EX_alaleu(e),0.0,0.0
EX_alathr(e),0.0,0.0
EX_alltn(e),0.0,-1.5367143142622436e-06
EX_arab_L(e),0.0,0.0
EX_arbt(e),0.0,0.0
EX_arg_L(e),-0.0004454498769193457,0.0
EX_arsenb(e),0.0,-1.5366371810247883e-06
EX_asn_L(e),-0.00026997078973831827,0.0
EX_aso3(e),0.0,0.0
EX_aso4(e),0.0,0.0
EX_asp_L(e),-0.0015347723617044056,0.0
EX_biomass(e),0.0,0.0
EX_btn(e),0.0,0.0
EX_but(e),0.0,-2.0551058034809885e-06
EX_ca2(e),0.0,0.0
EX_cbl1(e),-5.695812853888159e-14,0.0
EX_cbl2(e),0.0,-1.574670065628556e-06
EX_cd2(e),0.0,0.0
EX_cellb(e),0.0,0.0
EX_cgly(e),-0.0011982658500018057,0.0
EX_chol(e),0.0,0.0
EX_cholate(e),0.0,0.0
EX_chols(e),0.0,0.0
EX_cl(e),0.0,0.0
EX_co2(e),0.0021251024169122814,0.0
EX_cobalt2(e),-1.3435005421729137e-05,0.0
EX_crn(e),0.0,0.0
EX_csn(e),0.0,0.0
EX_ctbt(e),0.0,0.0
EX_cu2(e),0.0,0.0
EX_cys_L(e),0.0011983628433495876,0.0
EX_ddca(e),0.0,0.0
EX_dextrin(e),0.0,0.0
EX_dgchol(e),0.0,0.0
EX_etha(e),0.0,0.0
EX_etoh(e),1.2200370438449444,0.0
EX_fe2(e),-2.687054826334767e-05,0.0
EX_fe3(e),0.0,0.0
EX_for(e),1.449896679807189,0.0
EX_fru(e),0.0,0.0
EX_galt(e),0.0,0.0
EX_gam(e),0.0,0.0
EX_gbbtn(e),0.0,0.0
EX_gcald(e),4.0305011350606166e-05,0.0
EX_gchola(e),0.0,0.0
EX_glc_D(e),0.0,0.0
EX_gln_L(e),-0.0016185265287882243,0.0
EX_glu_L(e),0.0,0.0
EX_gly(e),0.0,0.0
EX_glyasn(e),0.0,-1.4462648735716596e-08
EX_glyasp(e),0.0,-1.4462648735716596e-08
EX_glyb(e),0.0,-1.5366371810247883e-06
EX_glyc(e),-1.4436290783882482,0.0
EX_glycys(e),0.0,0.0
EX_glygln(e),0.0,-1.4462648735716596e-08
EX_glyglu(e),0.0,0.0
EX_glyleu(e),0.0,-1.7177234349563868e-06
EX_glymet(e),0.0,-1.7257113056341728e-06
EX_glyphe(e),0.0,-2.5851620429661294e-08
EX_glypro(e),0.0,-1.4462648735716596e-08
EX_glytyr(e),0.0,-2.5851620429661294e-08
EX_h(e),1.336677798320337,0.0
EX_h2o(e),0.34114311853270407,0.0
EX_hdca(e),0.0,0.0
EX_hg2(e),0.0,0.0
EX_his_L(e),-0.00011189177159064121,0.0
EX_hxan(e),-0.0007233613288396567,0.0
EX_ile_L(e),-0.0006057565504126918,0.0
EX_ind3ac(e),0.0,0.0
EX_isobut(e),0.0,-0.020954510154387176
EX_isocapr(e),0.0,0.0
EX_isoval(e),0.0,0.0
EX_k(e),-1.7977861770842407e-10,0.0
EX_lac_L(e),0.0,-7.892500252195588e-07
EX_lcts(e),0.0,0.0
EX_leu_L(e),-0.0006801078541652525,0.0
EX_lys_L(e),0.0,0.0
EX_malt(e),0.0,0.0
EX_malthx(e),0.0,0.0
EX_malttr(e),0.0,0.0
EX_man(e),-0.0016455552008206925,0.0
EX_met_D(e),0.0,0.0
EX_met_L(e),-0.00042287530959365363,0.0
EX_metala(e),0.0,0.0
EX_metsox_R_L(e),0.0,0.0
EX_metsox_S_L(e),0.0,0.0
EX_mg2(e),-1.933852306610817e-05,0.0
EX_mn2(e),-7.298309248481031e-09,0.0
EX_mnl(e),0.0,0.0
EX_na1(e),0.0,0.0
EX_nac(e),0.0,0.0
EX_nh4(e),0.0,0.0
EX_no2(e),0.0,0.0
EX_o2(e),0.0,0.0
EX_ocdca(e),0.0,0.0
EX_pb(e),0.0,0.0
EX_phe_L(e),-0.00032769367864507286,0.0
EX_pheme(e),0.0,0.0
EX_pi(e),-0.14016323836648606,0.0
EX_ppi(e),0.06262874132097525,0.0
EX_pro_L(e),-0.0002778079602468653,0.0
EX_ptrc(e),0.0,0.0
EX_q8(e),0.0,0.0
EX_ribflv(e),-2.6870009323989502e-05,0.0
EX_rmn(e),-0.0284735600434475,0.0
EX_salcn(e),0.0,0.0
EX_sbt_D(e),0.0,0.0
EX_ser_D(e),0.0,0.0
EX_ser_L(e),0.0,0.0
EX_so4(e),0.0,0.0
EX_spmd(e),0.0,0.0
EX_succ(e),8.061002533192006e-05,0.0
EX_sucr(e),0.0,0.0
EX_taur(e),0.0,0.0
EX_tchola(e),0.0,0.0
EX_tdchola(e),0.0,0.0
EX_thm(e),-1.343500729523356e-05,0.0
EX_thr_L(e),-0.0007277017473455603,0.0
EX_tre(e),0.0,0.0
EX_ttdca(e),0.0,0.0
EX_tyr_L(e),-0.00036945226959616726,0.0
EX_ura(e),-0.0008588438270241656,0.0
EX_urea(e),2.687000756707078e-05,0.0
EX_val_L(e),-0.0007378351960806353,0.0
EX_xan(e),0.0,0.0
EX_zn2(e),-6.94452245201875e-08,0.0
translation_265669.14.peg.1,0.0,1.5543508116154645e-32
transcription_TU_265669.14.peg.1,0.0,-18.00302149513874
translation_265669.14.peg.2,0.0,-9.889588717774509e-33
transcription_TU_265669.14.peg.2,0.0,-14.253839110202891
translation_265669.14.peg.6,0.0,-1.4287049268507545e-32
