,fluxes,C-fluxes
EX_ac(e),2.82489152398517,5.64978304797034
EX_adn(e),0.0004913993839010436,0.004913993839010436
EX_arab_L(e),0.0055197,0.027598499999999998
EX_dcyt(e),0.0029925621452172326,0.026933059306955092
EX_for(e),3.90792967548299,3.90792967548299
EX_gal(e),0.00091995,0.0055197
EX_gcald(e),0.001205994080315743,0.002411988160631486
EX_glc_D(e),2.3244949299999997,13.946969579999998
EX_pac(e),0.4112333092329025,3.28986647386322
EX_ppa(e),0.5582737486562472,1.6748212459687417
EX_succ(e),0.051759481999106294,0.20703792799642518
